L.Ankle	L.Ankle	L.Ankle	L.Ankle.Med	L.Ankle.Med	L.Ankle.Med	L.ASIS	L.ASIS	L.ASIS	L.Heel	L.Heel	L.Heel	L.Knee	L.Knee	L.Knee	L.Knee.Med	L.Knee.Med	L.Knee.Med	L.Shank	L.Shank	L.Shank	L.Thigh	L.Thigh	L.Thigh	L.Toe	L.Toe	L.Toe	R.Ankle	R.Ankle	R.Ankle	R.Ankle.Med	R.Ankle.Med	R.Ankle.Med	R.ASIS	R.ASIS	R.ASIS	R.Heel	R.Heel	R.Heel	R.Knee	R.Knee	R.Knee	R.Knee.Med	R.Knee.Med	R.Knee.Med	R.Shank	R.Shank	R.Shank	R.Thigh	R.Thigh	R.Thigh	R.Toe	R.Toe	R.Toe	V.Sacral	V.Sacral	V.Sacral	FRAMES	TIME
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	X
-0.039288	0.490842	0.11717	-0.003638	0.409968	0.123635	0.142704	0.413643	1.035659	-0.100675	0.436145	0.077242	0.052054	0.461024	0.529397	0.073358	0.362138	0.494703	0.053837	0.462457	0.361235	0.148403	0.427819	0.677498	0.16135	0.487762	0.053776	-0.031594	0.093443	0.109894	0.033171	0.159489	0.121627	0.135046	0.141636	1.032841	-0.078229	0.162078	0.085831	0.023601	0.110692	0.521626	0.057479	0.206574	0.500242	0.042795	0.111262	0.343737	0.122307	0.137008	0.634112	0.160923	0.055044	0.053391	-0.089611	0.283247	1.014262	239	0.793333
-0.0393	0.490832	0.117163	-0.003657	0.409939	0.123572	0.142701	0.413633	1.035637	-0.100693	0.436135	0.077275	0.052063	0.461047	0.529397	0.073233	0.36222	0.494591	0.053844	0.462458	0.361229	0.148413	0.427808	0.677452	0.161356	0.487753	0.0538	-0.03158	0.09344	0.109874	0.03317	0.159491	0.121627	0.135065	0.141591	1.032854	-0.078192	0.162096	0.085824	0.023596	0.110686	0.521606	0.057545	0.206548	0.500309	0.042786	0.111276	0.343741	0.122188	0.137	0.634042	0.160908	0.055073	0.053403	-0.089577	0.283228	1.014245	240	0.796667
-0.039289	0.490831	0.117129	-0.003671	0.409981	0.123603	0.142722	0.41367	1.035667	-0.1007	0.436157	0.077263	0.052056	0.461032	0.529415	0.073316	0.362178	0.494627	0.053845	0.462473	0.3612	0.14839	0.427748	0.67742	0.161355	0.487766	0.053788	-0.031565	0.093453	0.109855	0.033147	0.159459	0.121642	0.134991	0.141653	1.032809	-0.078232	0.162117	0.085821	0.023593	0.110716	0.521608	0.057564	0.206551	0.500336	0.042814	0.111279	0.343742	0.122244	0.137108	0.634118	0.160913	0.055028	0.053412	-0.089608	0.283259	1.014273	241	0.8
-0.03929	0.490853	0.117178	-0.003629	0.409976	0.123551	0.142662	0.413612	1.035612	-0.100705	0.436199	0.077324	0.052045	0.461052	0.52942	0.073421	0.362112	0.494698	0.053815	0.462449	0.361226	0.148377	0.427749	0.677473	0.161348	0.48776	0.053792	-0.031589	0.093426	0.109849	0.033165	0.159474	0.121656	0.135089	0.141648	1.032892	-0.078208	0.162083	0.08582	0.023593	0.11069	0.521568	0.05759	0.206502	0.500327	0.042793	0.111264	0.343748	0.122386	0.13694	0.634165	0.160924	0.055027	0.053386	-0.089597	0.283254	1.014237	242	0.803333
-0.039295	0.490823	0.11715	-0.00365	0.409999	0.123608	0.142698	0.41362	1.035643	-0.10071	0.436164	0.077294	0.052063	0.461051	0.529423	0.073279	0.362196	0.494595	0.053822	0.46247	0.361233	0.148366	0.427799	0.677486	0.161338	0.48777	0.053793	-0.03158	0.093466	0.109881	0.033166	0.159437	0.121639	0.135009	0.14159	1.032838	-0.078214	0.162102	0.085839	0.02364	0.110721	0.521617	0.057551	0.206547	0.500337	0.042783	0.111289	0.343746	0.122151	0.137041	0.63405	0.160913	0.055021	0.05338	-0.089619	0.283279	1.014225	243	0.806667
-0.039301	0.490826	0.117134	-0.003639	0.410064	0.123609	0.142691	0.413637	1.035662	-0.100693	0.436132	0.077282	0.052038	0.461053	0.529448	0.073401	0.362163	0.494731	0.053796	0.462433	0.361165	0.148388	0.427779	0.677443	0.16134	0.487792	0.053791	-0.031587	0.093461	0.109871	0.033176	0.15945	0.121615	0.135029	0.141645	1.032865	-0.078198	0.162129	0.085818	0.0236	0.110705	0.521622	0.05754	0.206523	0.500314	0.042751	0.111297	0.343713	0.122212	0.137027	0.634013	0.160918	0.055029	0.053407	-0.089619	0.283299	1.01425	244	0.81
-0.039287	0.490856	0.117143	-0.003673	0.409982	0.123648	0.142712	0.41366	1.035648	-0.100696	0.436156	0.077247	0.052046	0.46103	0.529416	0.073359	0.362125	0.494665	0.05382	0.462501	0.361214	0.148458	0.427814	0.677495	0.161337	0.487765	0.053794	-0.031606	0.093455	0.109876	0.033177	0.159475	0.121644	0.135005	0.141641	1.032841	-0.078201	0.162089	0.085801	0.023585	0.110675	0.521656	0.057581	0.20651	0.500293	0.042755	0.111269	0.34372	0.122176	0.136989	0.63399	0.160911	0.055031	0.053398	-0.08962	0.283307	1.014208	245	0.813333
-0.0393	0.49085	0.117133	-0.003654	0.409915	0.123599	0.142729	0.413653	1.035661	-0.100699	0.436142	0.077253	0.052054	0.461046	0.529422	0.073311	0.362136	0.494631	0.053774	0.462422	0.36113	0.148407	0.427773	0.677436	0.161339	0.487771	0.053798	-0.031614	0.093437	0.109887	0.03316	0.159495	0.121648	0.135044	0.141618	1.03288	-0.078188	0.162083	0.08575	0.023593	0.110722	0.521579	0.057503	0.206615	0.500283	0.042736	0.111308	0.343708	0.121769	0.136878	0.633903	0.16092	0.055029	0.05339	-0.089656	0.283302	1.01426	246	0.816667
-0.039284	0.490857	0.117144	-0.003628	0.409921	0.123555	0.14271	0.413653	1.03564	-0.100688	0.436148	0.077267	0.05203	0.461065	0.529413	0.073277	0.362236	0.494627	0.053831	0.462493	0.361222	0.148413	0.427825	0.677483	0.161354	0.487767	0.053783	-0.031594	0.093453	0.109873	0.033177	0.159489	0.12164	0.134972	0.141628	1.032832	-0.078182	0.162042	0.085716	0.023558	0.110704	0.521614	0.057563	0.206574	0.500309	0.042803	0.111307	0.343733	0.12188	0.13697	0.633965	0.160911	0.055032	0.053419	-0.08961	0.283321	1.014208	247	0.82
-0.039313	0.49086	0.117146	-0.00365	0.409988	0.123519	0.142697	0.413658	1.035664	-0.100678	0.43619	0.077241	0.05204	0.461063	0.529404	0.073274	0.362241	0.494583	0.053825	0.462493	0.36121	0.148404	0.427776	0.677467	0.161328	0.487778	0.053782	-0.031583	0.093447	0.109865	0.033145	0.159435	0.121574	0.134986	0.141624	1.032839	-0.07821	0.1621	0.085819	0.023583	0.110713	0.521636	0.057566	0.206576	0.500339	0.042731	0.111295	0.343683	0.122125	0.136955	0.634063	0.160935	0.055039	0.053408	-0.089602	0.283344	1.014242	248	0.823333
-0.039302	0.490839	0.117158	-0.003638	0.409995	0.123624	0.14269	0.413651	1.035632	-0.100674	0.436156	0.077271	0.052033	0.461074	0.529403	0.073315	0.362226	0.494618	0.053796	0.462515	0.36122	0.148432	0.427829	0.677485	0.161339	0.487775	0.053779	-0.031607	0.093461	0.109885	0.033147	0.159451	0.12161	0.134969	0.141632	1.032807	-0.078195	0.162041	0.08577	0.023545	0.110742	0.521597	0.057575	0.206543	0.500296	0.042752	0.111282	0.343729	0.122206	0.136997	0.634095	0.160902	0.055047	0.053398	-0.089628	0.283345	1.01421	249	0.826667
-0.039309	0.49085	0.117162	-0.003682	0.40999	0.123656	0.142708	0.413651	1.035642	-0.100688	0.436131	0.077252	0.052047	0.461057	0.529393	0.073354	0.362161	0.494669	0.053819	0.462494	0.361232	0.148479	0.427793	0.67746	0.16133	0.487772	0.05382	-0.031561	0.093438	0.109832	0.033171	0.159431	0.121593	0.134938	0.141644	1.032815	-0.078212	0.162119	0.085824	0.023553	0.110741	0.52161	0.057555	0.206519	0.500294	0.042735	0.111303	0.343704	0.121717	0.136866	0.633915	0.160911	0.055054	0.053403	-0.089623	0.283309	1.014179	250	0.83
-0.039292	0.490829	0.117142	-0.003626	0.410007	0.123589	0.142704	0.413683	1.035655	-0.100688	0.436148	0.077272	0.052028	0.461069	0.529394	0.073181	0.36229	0.494548	0.053802	0.462499	0.361203	0.148416	0.427834	0.677514	0.161344	0.487782	0.0538	-0.031603	0.093451	0.109862	0.03315	0.159516	0.121623	0.134953	0.141642	1.032776	-0.078232	0.162098	0.085832	0.023552	0.110757	0.52161	0.057554	0.206562	0.50031	0.042748	0.111294	0.343708	0.12209	0.136995	0.634061	0.160906	0.055032	0.053398	-0.089673	0.283386	1.014273	251	0.833333
-0.039287	0.490841	0.117147	-0.003654	0.410004	0.123641	0.1427	0.413661	1.035649	-0.100696	0.436131	0.077247	0.052029	0.461075	0.529403	0.073351	0.362143	0.494654	0.05381	0.462469	0.361233	0.148445	0.427824	0.677478	0.161345	0.487768	0.053779	-0.031584	0.093452	0.109871	0.03318	0.159456	0.121632	0.134951	0.14165	1.032817	-0.078214	0.162116	0.085811	0.023561	0.110773	0.521604	0.057528	0.206558	0.500287	0.042745	0.111274	0.343706	0.122062	0.137011	0.634008	0.1609	0.055041	0.053403	-0.089661	0.283347	1.014232	252	0.836667
-0.039293	0.490835	0.117128	-0.003654	0.409944	0.123621	0.142701	0.413632	1.035666	-0.100678	0.436143	0.077239	0.052054	0.461081	0.529398	0.073193	0.362245	0.494641	0.053815	0.462494	0.361203	0.148393	0.427773	0.677438	0.161356	0.487764	0.053778	-0.031602	0.093478	0.109894	0.033156	0.159485	0.121613	0.134975	0.141589	1.032825	-0.078221	0.162083	0.085793	0.023523	0.110755	0.521607	0.057478	0.206573	0.500293	0.042687	0.111335	0.343668	0.122118	0.136968	0.634008	0.16093	0.055026	0.053385	-0.089667	0.283416	1.014238	253	0.84
-0.039292	0.490841	0.117127	-0.003632	0.409987	0.123579	0.142692	0.413635	1.035664	-0.100689	0.436138	0.077252	0.052001	0.461086	0.529372	0.073259	0.362204	0.49466	0.053781	0.462494	0.361224	0.148439	0.427778	0.67746	0.16135	0.48777	0.053799	-0.031593	0.09345	0.109876	0.033177	0.159556	0.121658	0.134951	0.141644	1.03282	-0.078203	0.162079	0.085798	0.023544	0.11075	0.521597	0.057532	0.206569	0.500313	0.042714	0.111295	0.343708	0.122023	0.137011	0.633991	0.160893	0.055067	0.053407	-0.089656	0.283389	1.014225	254	0.843333
-0.039288	0.490871	0.117139	-0.003662	0.409988	0.123608	0.142708	0.413658	1.035659	-0.100685	0.436127	0.077245	0.052021	0.461091	0.529407	0.073262	0.362214	0.494644	0.05379	0.462502	0.361206	0.148455	0.427786	0.677472	0.16133	0.487788	0.053778	-0.031568	0.093428	0.109853	0.033155	0.159484	0.121607	0.134941	0.141641	1.032822	-0.078189	0.162084	0.08576	0.023483	0.110721	0.521598	0.057515	0.206505	0.500304	0.042731	0.111299	0.343729	0.12173	0.136961	0.633889	0.160895	0.055051	0.053401	-0.089641	0.283386	1.014219	255	0.846667
-0.039277	0.490869	0.117139	-0.003624	0.409961	0.123594	0.142683	0.413633	1.035673	-0.100704	0.436147	0.077264	0.052034	0.461077	0.529419	0.073307	0.362111	0.494674	0.053787	0.462495	0.361206	0.148402	0.427792	0.677498	0.161329	0.487796	0.053784	-0.031582	0.093466	0.10986	0.033185	0.159545	0.121686	0.134924	0.141644	1.032835	-0.0782	0.162067	0.085779	0.023477	0.110761	0.521601	0.057497	0.206585	0.500281	0.042706	0.11131	0.343717	0.122089	0.137079	0.634076	0.160925	0.055055	0.053425	-0.089676	0.283405	1.014215	256	0.85
-0.039298	0.490876	0.117129	-0.003646	0.410014	0.12358	0.142671	0.413618	1.035669	-0.100719	0.436173	0.077263	0.052027	0.461058	0.529408	0.07323	0.36221	0.494606	0.053799	0.462509	0.36122	0.148433	0.427785	0.677476	0.161365	0.487779	0.05377	-0.031574	0.093462	0.109857	0.033138	0.159506	0.121615	0.134907	0.141655	1.032817	-0.078204	0.162093	0.085824	0.023477	0.110776	0.52171	0.057495	0.206583	0.500299	0.042699	0.111316	0.343694	0.122148	0.136987	0.634101	0.160898	0.055038	0.053402	-0.089654	0.283397	1.014202	257	0.853333
-0.039297	0.490873	0.117138	-0.003652	0.409969	0.123663	0.14269	0.413672	1.035695	-0.100666	0.436189	0.077264	0.052031	0.461103	0.529449	0.073305	0.362128	0.494665	0.053802	0.462484	0.361186	0.148443	0.427769	0.677488	0.161352	0.487759	0.053803	-0.031604	0.093454	0.109875	0.033133	0.159513	0.121637	0.134942	0.141585	1.032841	-0.078241	0.162107	0.085822	0.023484	0.110754	0.521542	0.057462	0.206625	0.50026	0.042683	0.111314	0.343696	0.122039	0.137062	0.634039	0.160896	0.055051	0.053378	-0.089702	0.283393	1.014233	258	0.856667
-0.039299	0.490877	0.117138	-0.003601	0.409955	0.123574	0.142686	0.413635	1.035683	-0.100708	0.436159	0.077244	0.052028	0.461082	0.529397	0.073204	0.362248	0.494595	0.053791	0.462477	0.361233	0.148497	0.427744	0.677471	0.16134	0.487776	0.053812	-0.031597	0.093481	0.109879	0.033171	0.159485	0.121638	0.134915	0.14163	1.03283	-0.078219	0.162089	0.085771	0.023447	0.110747	0.521612	0.057437	0.206629	0.500237	0.04271	0.111315	0.343729	0.121832	0.13697	0.634064	0.160905	0.055042	0.053401	-0.089693	0.283416	1.014231	259	0.86
-0.039306	0.49089	0.117148	-0.003668	0.409993	0.123601	0.142691	0.413664	1.035699	-0.100714	0.436185	0.077294	0.052052	0.461084	0.529441	0.073154	0.362226	0.494599	0.053786	0.462492	0.361184	0.148441	0.427742	0.677488	0.16134	0.487774	0.053801	-0.031605	0.093483	0.109855	0.033167	0.15946	0.121599	0.134876	0.141636	1.032835	-0.078212	0.162079	0.08578	0.023472	0.110786	0.52157	0.057543	0.206539	0.50034	0.042725	0.111324	0.343729	0.122031	0.136967	0.634072	0.160904	0.055037	0.053386	-0.089702	0.283506	1.014256	260	0.863333
-0.039289	0.490868	0.117144	-0.003641	0.410001	0.123618	0.142671	0.413634	1.035697	-0.100683	0.436166	0.077264	0.052022	0.461106	0.529388	0.07323	0.362201	0.494593	0.053798	0.462502	0.361203	0.148461	0.427704	0.677491	0.16134	0.487769	0.053808	-0.031596	0.093471	0.109871	0.033124	0.159527	0.121651	0.134873	0.141649	1.032815	-0.078232	0.162096	0.085787	0.023475	0.110795	0.521608	0.057514	0.206575	0.500292	0.042724	0.111284	0.343723	0.122004	0.137086	0.634047	0.16092	0.055047	0.053404	-0.089683	0.283467	1.014208	261	0.866667
-0.03931	0.490866	0.117167	-0.003641	0.409984	0.12356	0.142653	0.413643	1.035655	-0.100687	0.436148	0.077243	0.052026	0.46109	0.529426	0.073157	0.362241	0.494521	0.053804	0.462502	0.361247	0.148441	0.427752	0.677495	0.161338	0.487766	0.05379	-0.031595	0.093494	0.109878	0.033151	0.159447	0.121571	0.134887	0.141604	1.032839	-0.078232	0.162095	0.085803	0.023413	0.110788	0.521636	0.057519	0.206614	0.50026	0.042702	0.111307	0.343711	0.121969	0.137141	0.634033	0.160906	0.055052	0.05338	-0.089748	0.283473	1.014246	262	0.87
-0.039305	0.490872	0.117129	-0.003689	0.410017	0.123551	0.142678	0.413662	1.0357	-0.100672	0.436126	0.077222	0.052023	0.461088	0.529417	0.073254	0.36225	0.494678	0.053784	0.462522	0.361221	0.148486	0.427766	0.677494	0.161323	0.487782	0.053809	-0.03161	0.093501	0.109872	0.033138	0.159505	0.121643	0.134848	0.141649	1.032803	-0.078227	0.162098	0.085824	0.023465	0.110799	0.521541	0.057524	0.20663	0.500283	0.042708	0.111292	0.343719	0.121694	0.136994	0.633939	0.160875	0.05506	0.053391	-0.08974	0.283493	1.014248	263	0.873333
-0.039306	0.490899	0.117139	-0.003634	0.409974	0.123615	0.142649	0.413646	1.035683	-0.100697	0.436192	0.077292	0.052001	0.461121	0.529392	0.073315	0.36216	0.494661	0.053772	0.462539	0.361221	0.148452	0.42774	0.677507	0.161333	0.48778	0.053777	-0.031609	0.093499	0.109876	0.033156	0.159452	0.121637	0.134831	0.141651	1.032835	-0.078265	0.162149	0.085837	0.023425	0.110786	0.521651	0.057519	0.206629	0.500271	0.042663	0.111331	0.343654	0.121559	0.136939	0.633909	0.160889	0.055052	0.053413	-0.089715	0.283477	1.014212	264	0.876667
-0.039304	0.490903	0.117166	-0.003647	0.410011	0.123581	0.142651	0.41367	1.035689	-0.100699	0.436158	0.077213	0.052022	0.461117	0.529413	0.073226	0.362173	0.494652	0.053784	0.462522	0.361232	0.148404	0.427761	0.677553	0.161336	0.487779	0.053801	-0.031606	0.093492	0.109852	0.033182	0.159508	0.121644	0.134811	0.141651	1.032844	-0.078199	0.162083	0.085767	0.023454	0.110834	0.521607	0.0575	0.20658	0.500306	0.042724	0.11131	0.343747	0.122012	0.137	0.634066	0.160899	0.055043	0.053386	-0.089784	0.283516	1.014256	265	0.88
-0.039304	0.490851	0.117139	-0.003662	0.409961	0.123622	0.142651	0.413663	1.035714	-0.100698	0.436147	0.077254	0.051997	0.461084	0.529407	0.073234	0.362188	0.494611	0.053774	0.462473	0.361179	0.148446	0.427726	0.677512	0.161348	0.487743	0.053756	-0.031621	0.093492	0.109914	0.033187	0.159501	0.121604	0.134811	0.141644	1.032845	-0.078224	0.162078	0.085778	0.023479	0.110839	0.521618	0.057513	0.206587	0.500267	0.042655	0.111334	0.343687	0.121777	0.137011	0.634074	0.16092	0.055062	0.05341	-0.089798	0.283528	1.01428	266	0.883333
-0.039313	0.490887	0.117123	-0.003644	0.409985	0.123565	0.142623	0.413664	1.035696	-0.100692	0.436174	0.077297	0.052012	0.461115	0.529398	0.073225	0.362222	0.494631	0.053783	0.462509	0.361199	0.148473	0.427739	0.677499	0.161332	0.487781	0.05378	-0.031623	0.093469	0.109881	0.033181	0.159486	0.121601	0.134771	0.14164	1.032843	-0.078175	0.162053	0.085688	0.023457	0.110817	0.521594	0.057487	0.206613	0.50027	0.042684	0.111305	0.343682	0.122023	0.137115	0.634068	0.160902	0.055042	0.053409	-0.089779	0.283571	1.014255	267	0.886667
-0.039313	0.490879	0.117134	-0.00367	0.409997	0.123626	0.142653	0.413695	1.035726	-0.100693	0.436159	0.077235	0.052009	0.461125	0.529391	0.073232	0.362206	0.494666	0.05378	0.462521	0.361213	0.148437	0.427749	0.677524	0.161343	0.487763	0.053767	-0.031608	0.093507	0.109842	0.03319	0.159474	0.12163	0.134774	0.141647	1.032825	-0.078207	0.162085	0.085764	0.023433	0.110829	0.521606	0.057453	0.206621	0.500238	0.042663	0.111344	0.343692	0.121996	0.136959	0.634044	0.160923	0.055031	0.053402	-0.089801	0.283532	1.014229	268	0.89
-0.039305	0.490877	0.117096	-0.003634	0.409952	0.123651	0.142579	0.413651	1.035679	-0.100686	0.436151	0.077221	0.052011	0.461116	0.529413	0.07323	0.362228	0.494652	0.053795	0.462506	0.361215	0.148437	0.427716	0.67749	0.161324	0.487781	0.053805	-0.031581	0.093473	0.109847	0.033189	0.159486	0.121588	0.13476	0.14168	1.032809	-0.078236	0.162102	0.085832	0.023416	0.110797	0.521569	0.057532	0.206596	0.500302	0.042683	0.111329	0.343673	0.122027	0.136987	0.633977	0.160893	0.055036	0.053417	-0.089761	0.283521	1.014192	269	0.893333
-0.03931	0.490874	0.117144	-0.003612	0.410021	0.123558	0.142592	0.413674	1.035701	-0.100714	0.43617	0.077246	0.052018	0.46112	0.529384	0.073276	0.362182	0.494666	0.053792	0.462519	0.361185	0.148402	0.427717	0.677498	0.161346	0.487761	0.053784	-0.031615	0.093461	0.109874	0.033151	0.159515	0.121573	0.134737	0.141637	1.03284	-0.078242	0.162114	0.085818	0.023438	0.110803	0.521584	0.057484	0.206604	0.500302	0.042681	0.111329	0.343689	0.121629	0.136961	0.633943	0.160888	0.055026	0.053436	-0.089836	0.283585	1.014212	270	0.896667
-0.039301	0.490892	0.11714	-0.003686	0.409953	0.123623	0.142581	0.413674	1.035686	-0.100705	0.436156	0.077192	0.052016	0.461123	0.529405	0.073259	0.36218	0.494619	0.053782	0.462523	0.361214	0.148377	0.427709	0.677543	0.161347	0.487763	0.053776	-0.031573	0.0935	0.109856	0.033154	0.159496	0.121601	0.134699	0.141657	1.032819	-0.078247	0.162132	0.085802	0.023439	0.110825	0.521595	0.057487	0.20661	0.500288	0.042691	0.111345	0.3437	0.122012	0.136945	0.634058	0.16091	0.055065	0.05341	-0.089829	0.283579	1.014209	271	0.9
-0.039277	0.490865	0.117111	-0.003651	0.410008	0.123587	0.142585	0.413698	1.035727	-0.1007	0.436185	0.07729	0.052017	0.461108	0.529392	0.073266	0.36218	0.494613	0.053776	0.462501	0.361191	0.148399	0.427735	0.67754	0.161347	0.487787	0.053799	-0.031595	0.093455	0.109864	0.033178	0.159509	0.121618	0.134691	0.141662	1.032807	-0.078222	0.162156	0.0858	0.023413	0.110791	0.521635	0.057518	0.20664	0.500283	0.042696	0.111318	0.343702	0.121991	0.136981	0.634059	0.160921	0.055035	0.053402	-0.089855	0.283604	1.014216	272	0.903333
-0.039311	0.490836	0.117093	-0.003679	0.409994	0.12354	0.142557	0.413689	1.035689	-0.100705	0.436162	0.077207	0.05202	0.461111	0.529399	0.073199	0.362241	0.494613	0.053776	0.46252	0.361155	0.148372	0.427709	0.677513	0.161337	0.487783	0.053799	-0.031613	0.093495	0.109865	0.033166	0.159498	0.121609	0.134714	0.141695	1.032855	-0.078232	0.162121	0.085795	0.023409	0.110818	0.521622	0.057462	0.206634	0.500255	0.042704	0.111341	0.343703	0.121952	0.137066	0.634022	0.160903	0.055065	0.053412	-0.089868	0.283619	1.014201	273	0.906667
-0.039292	0.490878	0.117117	-0.003718	0.409985	0.123678	0.142564	0.413686	1.035699	-0.100706	0.436149	0.077234	0.052028	0.461101	0.529349	0.073312	0.362156	0.494682	0.053782	0.462533	0.36122	0.148393	0.427739	0.67753	0.161345	0.487771	0.053789	-0.0316	0.093506	0.109841	0.033153	0.159559	0.121643	0.134658	0.141674	1.032826	-0.078224	0.162092	0.085793	0.023448	0.11082	0.52161	0.057554	0.206608	0.500311	0.042686	0.111356	0.343692	0.12174	0.136991	0.633997	0.160908	0.055085	0.053417	-0.089897	0.283618	1.01417	274	0.91
-0.039298	0.490879	0.11712	-0.003637	0.409976	0.123573	0.142571	0.413724	1.035752	-0.100694	0.43614	0.077261	0.052009	0.461114	0.529372	0.073186	0.36226	0.494633	0.053767	0.462508	0.361158	0.148374	0.427728	0.677514	0.161333	0.487777	0.053788	-0.031586	0.093489	0.109864	0.033191	0.159533	0.121601	0.134636	0.141694	1.032829	-0.078236	0.162123	0.085801	0.023412	0.110826	0.521652	0.05744	0.20663	0.500233	0.042705	0.111348	0.343709	0.121941	0.137096	0.634062	0.160899	0.055066	0.053408	-0.089881	0.283614	1.014187	275	0.913333
