L.Ankle	L.Ankle	L.Ankle	L.Ankle.Med	L.Ankle.Med	L.Ankle.Med	L.ASIS	L.ASIS	L.ASIS	L.Heel	L.Heel	L.Heel	L.Knee	L.Knee	L.Knee	L.Knee.Med	L.Knee.Med	L.Knee.Med	L.Shank	L.Shank	L.Shank	L.Thigh	L.Thigh	L.Thigh	L.Toe	L.Toe	L.Toe	R.Ankle	R.Ankle	R.Ankle	R.Ankle.Med	R.Ankle.Med	R.Ankle.Med	R.ASIS	R.ASIS	R.ASIS	R.Heel	R.Heel	R.Heel	R.Knee	R.Knee	R.Knee	R.Knee.Med	R.Knee.Med	R.Knee.Med	R.Shank	R.Shank	R.Shank	R.Thigh	R.Thigh	R.Thigh	R.Toe	R.Toe	R.Toe	V.Sacral	V.Sacral	V.Sacral	FRAMES	TIME
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	X
-0.039351	0.490825	0.117111	-0.003692	0.410001	0.123601	0.14057	0.413404	1.035837	-0.100696	0.436157	0.077267	0.050703	0.461002	0.529569	0.071944	0.362145	0.494708	0.053022	0.46244	0.361388	0.147075	0.427992	0.677616	0.161317	0.487797	0.053755	-0.031644	0.093413	0.109816	0.033058	0.159429	0.121632	0.133966	0.141995	1.032339	-0.078252	0.162072	0.08576	0.022822	0.110476	0.5216	0.057213	0.206496	0.500492	0.042333	0.111211	0.343764	0.121184	0.136939	0.634098	0.160891	0.055044	0.05343	-0.091352	0.282362	1.014561	554	1.843333
-0.039339	0.49084	0.117099	-0.003641	0.410014	0.123549	0.140588	0.413404	1.035838	-0.100669	0.436137	0.077212	0.050728	0.461008	0.529528	0.071987	0.362096	0.494733	0.05303	0.46243	0.361371	0.147102	0.428011	0.677684	0.161332	0.487772	0.053764	-0.03166	0.093432	0.109838	0.033084	0.159433	0.121655	0.133948	0.142018	1.032311	-0.078266	0.162082	0.085796	0.022848	0.110511	0.521586	0.05721	0.206478	0.500494	0.042334	0.11118	0.343752	0.121167	0.136873	0.634113	0.160863	0.055054	0.053413	-0.091326	0.28236	1.014567	555	1.846667
-0.039343	0.490836	0.117092	-0.003672	0.410018	0.123578	0.140582	0.413433	1.035866	-0.100688	0.436134	0.077252	0.050721	0.460989	0.529497	0.072009	0.362044	0.494746	0.053047	0.462444	0.36139	0.147102	0.42799	0.677653	0.161322	0.487772	0.053772	-0.031659	0.093441	0.109833	0.033079	0.159424	0.12161	0.133994	0.141987	1.032313	-0.078255	0.162104	0.085836	0.022863	0.110514	0.521528	0.057199	0.206496	0.500483	0.042365	0.111163	0.343766	0.121072	0.136911	0.634023	0.160887	0.055072	0.053418	-0.091322	0.282352	1.014574	556	1.85
-0.03936	0.490842	0.117092	-0.003668	0.409971	0.123609	0.140609	0.413408	1.035849	-0.100701	0.436154	0.077285	0.050747	0.460977	0.52952	0.072081	0.362082	0.494764	0.053032	0.462458	0.361388	0.14712	0.428012	0.677651	0.161342	0.487762	0.053775	-0.031677	0.093439	0.109836	0.033098	0.159472	0.121647	0.133931	0.14204	1.032274	-0.078233	0.162055	0.085735	0.022871	0.110486	0.521616	0.057103	0.206512	0.500425	0.042322	0.111186	0.343741	0.121155	0.136876	0.634097	0.160874	0.055048	0.053431	-0.091286	0.282409	1.014554	557	1.853333
-0.039334	0.490859	0.117093	-0.003613	0.40993	0.123595	0.140626	0.413415	1.035871	-0.100689	0.436183	0.07727	0.05075	0.460996	0.529526	0.072072	0.362081	0.494789	0.053056	0.462429	0.361409	0.147088	0.428008	0.677642	0.161329	0.487807	0.053771	-0.031653	0.093435	0.109835	0.033095	0.159394	0.121606	0.134021	0.142012	1.032325	-0.078267	0.162095	0.085787	0.022844	0.110518	0.521577	0.057041	0.206534	0.500407	0.042381	0.111175	0.343778	0.121247	0.136924	0.634128	0.160871	0.055038	0.053402	-0.091317	0.282364	1.014536	558	1.856667
-0.039338	0.490858	0.117108	-0.003646	0.409993	0.123646	0.140631	0.413424	1.035863	-0.100659	0.43614	0.077232	0.050761	0.460969	0.529515	0.07208	0.362092	0.494707	0.053054	0.462472	0.361399	0.147125	0.427986	0.677655	0.16134	0.48777	0.053743	-0.031631	0.093451	0.109856	0.033121	0.159486	0.121632	0.134047	0.141956	1.032344	-0.078263	0.162068	0.085789	0.022846	0.110515	0.521608	0.057186	0.206476	0.500465	0.042359	0.111207	0.343761	0.121144	0.13683	0.634117	0.160872	0.055042	0.053389	-0.091284	0.282369	1.014529	559	1.86
-0.039333	0.490862	0.11714	-0.003672	0.409972	0.123604	0.14066	0.413419	1.035887	-0.100698	0.436139	0.077246	0.050766	0.461005	0.529516	0.072041	0.362113	0.494725	0.053043	0.462431	0.36138	0.147119	0.427992	0.677651	0.161343	0.487793	0.053756	-0.031641	0.093427	0.109792	0.033076	0.15946	0.121659	0.133996	0.142007	1.032289	-0.078271	0.162111	0.085792	0.02287	0.110503	0.521588	0.057213	0.206534	0.50049	0.042352	0.111215	0.343755	0.121267	0.136765	0.63412	0.160882	0.055058	0.053434	-0.091282	0.282354	1.014545	560	1.863333
-0.039345	0.49086	0.117133	-0.00363	0.410008	0.123577	0.140654	0.413431	1.035876	-0.100658	0.436147	0.077236	0.050756	0.460949	0.52954	0.072055	0.362164	0.49473	0.053037	0.462422	0.361418	0.147129	0.427965	0.677618	0.161342	0.487779	0.053746	-0.031633	0.093456	0.109842	0.033093	0.159408	0.121648	0.134018	0.141975	1.032286	-0.078275	0.162114	0.085849	0.022869	0.11048	0.52159	0.057193	0.206547	0.500446	0.042353	0.111192	0.343736	0.121142	0.13678	0.634067	0.16089	0.055026	0.053361	-0.091274	0.282395	1.014555	561	1.866667
-0.039343	0.490867	0.117118	-0.00369	0.409995	0.123581	0.140652	0.413447	1.035861	-0.100676	0.436113	0.077235	0.050788	0.460987	0.529541	0.072083	0.362094	0.494702	0.053062	0.462441	0.361413	0.14715	0.428025	0.67766	0.161342	0.487771	0.053744	-0.031637	0.093474	0.109857	0.03311	0.159414	0.121614	0.134054	0.141958	1.032296	-0.078249	0.162081	0.085786	0.022907	0.11053	0.52162	0.057248	0.206527	0.500512	0.04237	0.111196	0.343741	0.121116	0.136741	0.633998	0.160848	0.055045	0.053382	-0.091227	0.282399	1.014548	562	1.87
-0.039361	0.490872	0.117152	-0.003609	0.409993	0.123656	0.140669	0.413367	1.035844	-0.100681	0.436174	0.077239	0.050773	0.460983	0.529512	0.072004	0.362114	0.494698	0.053057	0.462432	0.361398	0.14716	0.427999	0.677666	0.161326	0.487765	0.053757	-0.031643	0.093432	0.109826	0.033132	0.159418	0.12162	0.134086	0.141936	1.032312	-0.07823	0.162039	0.085724	0.022894	0.110492	0.521537	0.057204	0.20649	0.50045	0.042344	0.111188	0.343735	0.121288	0.136838	0.634147	0.16089	0.055064	0.053425	-0.091248	0.282351	1.014552	563	1.873333
-0.039333	0.490854	0.117116	-0.003619	0.409977	0.123621	0.140707	0.413422	1.03588	-0.100684	0.436133	0.077271	0.050766	0.46096	0.529521	0.072105	0.362075	0.49477	0.053057	0.462432	0.361405	0.147178	0.427989	0.677619	0.161339	0.48778	0.053771	-0.03163	0.093436	0.109812	0.033106	0.159445	0.121641	0.13409	0.141963	1.032298	-0.07823	0.162066	0.085709	0.022898	0.110538	0.521618	0.057263	0.206473	0.50051	0.042404	0.111183	0.343766	0.121251	0.136732	0.633993	0.160885	0.05507	0.053393	-0.091235	0.282342	1.014539	564	1.876667
-0.039351	0.490847	0.117124	-0.003628	0.409978	0.123616	0.140701	0.41338	1.035876	-0.100675	0.436161	0.077313	0.050792	0.460973	0.529548	0.072003	0.362109	0.494698	0.053073	0.462416	0.361412	0.147192	0.427998	0.677655	0.161338	0.487773	0.053749	-0.031633	0.093447	0.109826	0.033123	0.159425	0.121597	0.134114	0.141951	1.032298	-0.078236	0.1621	0.085809	0.022954	0.110517	0.5216	0.057234	0.206508	0.500473	0.042348	0.111203	0.343734	0.121399	0.136931	0.634206	0.160884	0.055046	0.053399	-0.091182	0.282406	1.014545	565	1.88
-0.039353	0.490886	0.117142	-0.003625	0.41003	0.123533	0.140718	0.413402	1.035877	-0.100691	0.436161	0.077317	0.0508	0.460952	0.529537	0.072076	0.362082	0.494763	0.053065	0.462416	0.361375	0.147185	0.427994	0.677647	0.161342	0.487782	0.053733	-0.031645	0.09348	0.109858	0.033078	0.159435	0.121622	0.134085	0.14197	1.032291	-0.078266	0.162088	0.085799	0.022932	0.110574	0.521611	0.057238	0.206495	0.500455	0.042367	0.111211	0.343757	0.121191	0.136788	0.634086	0.160904	0.055025	0.053411	-0.091177	0.282367	1.014547	566	1.883333
-0.039352	0.490854	0.117107	-0.003666	0.409984	0.123613	0.140732	0.413386	1.035849	-0.100672	0.436158	0.077301	0.050774	0.460972	0.52953	0.071988	0.362164	0.494715	0.053064	0.462458	0.361399	0.147164	0.42798	0.677627	0.161348	0.487795	0.053778	-0.031631	0.093438	0.109801	0.033096	0.15948	0.121588	0.134051	0.141948	1.032262	-0.078242	0.162117	0.08582	0.022917	0.110512	0.521562	0.057202	0.206521	0.500444	0.042442	0.111181	0.34379	0.121347	0.136734	0.634177	0.160883	0.05504	0.053426	-0.091197	0.282369	1.014557	567	1.886667
-0.039338	0.49086	0.117111	-0.003647	0.410052	0.123557	0.140723	0.413409	1.035881	-0.100678	0.436124	0.077268	0.050785	0.460961	0.529529	0.072003	0.362125	0.49471	0.053065	0.462416	0.361402	0.147224	0.427981	0.677619	0.161314	0.487776	0.053773	-0.031651	0.093453	0.109834	0.03311	0.159392	0.12163	0.134117	0.141969	1.032266	-0.078265	0.16211	0.085813	0.022914	0.110497	0.521608	0.05727	0.206509	0.500429	0.042376	0.111202	0.343753	0.121283	0.136811	0.634107	0.160858	0.055084	0.053412	-0.091182	0.282379	1.014569	568	1.89
-0.039323	0.490884	0.117125	-0.003653	0.409983	0.12358	0.140743	0.413407	1.035887	-0.100665	0.436138	0.077277	0.050799	0.460981	0.529547	0.07209	0.362112	0.494734	0.053073	0.462406	0.361413	0.147211	0.428021	0.677648	0.161335	0.487752	0.053726	-0.031609	0.093452	0.109851	0.033094	0.159441	0.121628	0.13415	0.141953	1.032253	-0.078277	0.162077	0.085787	0.022917	0.110492	0.521571	0.057269	0.206543	0.500481	0.042384	0.111145	0.343765	0.121334	0.136884	0.634139	0.160884	0.055055	0.053394	-0.091141	0.282371	1.014567	569	1.893333
-0.039341	0.490843	0.117134	-0.003623	0.40995	0.12362	0.140729	0.41339	1.035863	-0.10065	0.436133	0.077284	0.050801	0.460947	0.529536	0.072095	0.362111	0.494754	0.053062	0.462428	0.3614	0.147197	0.427963	0.677583	0.161344	0.487768	0.053729	-0.031646	0.093456	0.109849	0.033143	0.159536	0.121672	0.134133	0.141935	1.032257	-0.078246	0.162075	0.085767	0.022948	0.110555	0.521586	0.057199	0.206487	0.500391	0.042391	0.111214	0.343736	0.121394	0.136805	0.63414	0.160885	0.055039	0.053406	-0.091174	0.282332	1.014569	570	1.896667
-0.039343	0.490864	0.117117	-0.003638	0.410038	0.123571	0.140751	0.413402	1.035861	-0.100672	0.436164	0.077271	0.050808	0.460952	0.529537	0.071999	0.362162	0.494681	0.053067	0.462412	0.361419	0.147203	0.427975	0.677645	0.161357	0.487776	0.053765	-0.031632	0.093426	0.109802	0.033125	0.159449	0.121631	0.134202	0.141959	1.032267	-0.078268	0.162093	0.085805	0.022934	0.11048	0.521584	0.057198	0.206569	0.500389	0.042377	0.111211	0.343728	0.121233	0.136801	0.633991	0.160891	0.055034	0.053412	-0.091127	0.282371	1.014572	571	1.9
-0.039357	0.490885	0.117127	-0.003675	0.409948	0.123572	0.140747	0.413373	1.035864	-0.100668	0.436114	0.077252	0.050797	0.460946	0.529517	0.072105	0.362031	0.494703	0.05305	0.462447	0.361414	0.147219	0.427934	0.677567	0.161349	0.487755	0.053741	-0.031623	0.093432	0.109797	0.033132	0.159434	0.121641	0.134172	0.14195	1.032246	-0.078276	0.162093	0.085768	0.022977	0.110491	0.521561	0.057286	0.206499	0.500484	0.042359	0.111195	0.343699	0.121321	0.136822	0.634072	0.160859	0.055063	0.053393	-0.091131	0.28235	1.01457	572	1.903333
-0.039358	0.490831	0.117099	-0.003679	0.410014	0.123642	0.140809	0.413384	1.035849	-0.100657	0.43614	0.077275	0.050804	0.460951	0.529523	0.072098	0.362067	0.494728	0.053083	0.462434	0.361398	0.147218	0.42801	0.677645	0.161343	0.487797	0.053769	-0.031622	0.093442	0.10984	0.033082	0.159436	0.121633	0.13422	0.141924	1.032274	-0.078252	0.162089	0.085792	0.022951	0.110528	0.521598	0.057269	0.206493	0.500441	0.042421	0.111191	0.34375	0.121211	0.136792	0.633981	0.160896	0.055039	0.053438	-0.091115	0.282328	1.014555	573	1.906667
-0.039342	0.490835	0.117093	-0.003625	0.409989	0.123519	0.140779	0.41341	1.035832	-0.10067	0.436184	0.077295	0.050783	0.460954	0.529551	0.072	0.362124	0.494715	0.053048	0.462424	0.361398	0.147226	0.427981	0.677646	0.161346	0.487769	0.053752	-0.031629	0.09342	0.109823	0.033113	0.159433	0.121631	0.134227	0.141929	1.032263	-0.078261	0.162086	0.085798	0.022962	0.110554	0.521597	0.057316	0.206459	0.500473	0.042385	0.111217	0.34373	0.121319	0.136689	0.634019	0.160896	0.055031	0.053431	-0.091117	0.282314	1.014607	574	1.91
-0.039333	0.490833	0.117129	-0.003695	0.409994	0.123664	0.14081	0.413409	1.035849	-0.100696	0.436125	0.07729	0.050809	0.460954	0.529556	0.072101	0.362082	0.494761	0.053061	0.46242	0.361396	0.14722	0.428001	0.677655	0.161344	0.487775	0.053758	-0.031642	0.093434	0.109848	0.033091	0.159491	0.121625	0.134225	0.141919	1.032239	-0.078234	0.162092	0.085765	0.022961	0.110511	0.521572	0.057277	0.206533	0.500444	0.042386	0.111204	0.343723	0.121316	0.136857	0.634103	0.160881	0.055043	0.053423	-0.091084	0.282317	1.014551	575	1.913333
-0.039324	0.490844	0.117123	-0.003581	0.40992	0.123584	0.140799	0.413411	1.035854	-0.100678	0.436148	0.077274	0.050793	0.460975	0.529512	0.072045	0.362132	0.494683	0.053052	0.462418	0.361393	0.147264	0.427978	0.677656	0.161343	0.487787	0.053771	-0.031617	0.09348	0.109847	0.033104	0.159433	0.12161	0.134227	0.141946	1.032256	-0.078229	0.162103	0.085756	0.022972	0.110517	0.521572	0.057299	0.206503	0.500464	0.042405	0.111165	0.343713	0.121252	0.136833	0.634024	0.160908	0.055024	0.053427	-0.09109	0.282317	1.014584	576	1.916667
-0.039328	0.49087	0.117136	-0.003665	0.410047	0.123601	0.140806	0.413443	1.03588	-0.100669	0.436139	0.077317	0.050794	0.460977	0.529522	0.072064	0.362122	0.494677	0.053058	0.462417	0.361405	0.147223	0.428002	0.677626	0.161331	0.487771	0.053759	-0.031616	0.093453	0.109821	0.033092	0.159459	0.121603	0.134266	0.1419	1.032257	-0.07825	0.162134	0.085801	0.022963	0.110493	0.521621	0.057283	0.206537	0.500445	0.042411	0.111176	0.343737	0.12128	0.136819	0.634149	0.160886	0.055024	0.053409	-0.091092	0.282287	1.014593	577	1.92
-0.03935	0.490861	0.117118	-0.003679	0.409986	0.123574	0.140831	0.413412	1.035877	-0.100672	0.436152	0.077297	0.050824	0.460978	0.529545	0.072034	0.362118	0.494641	0.053065	0.462422	0.361417	0.147265	0.427992	0.67765	0.161334	0.487776	0.053742	-0.031619	0.093426	0.109827	0.033106	0.159483	0.121626	0.134262	0.141935	1.032233	-0.078262	0.162096	0.08579	0.022995	0.110488	0.521571	0.057319	0.206516	0.50045	0.042402	0.111173	0.343736	0.12134	0.136843	0.634011	0.160885	0.055036	0.053406	-0.0911	0.282279	1.014596	578	1.923333
-0.039339	0.490862	0.11714	-0.003619	0.410003	0.123605	0.140815	0.413445	1.035878	-0.100685	0.43616	0.077277	0.050822	0.460946	0.529526	0.072177	0.36205	0.494753	0.053094	0.462391	0.361414	0.147261	0.428007	0.677603	0.161332	0.4878	0.05376	-0.031645	0.09346	0.109827	0.033124	0.159446	0.121636	0.134265	0.141951	1.0322	-0.078281	0.162106	0.085805	0.022986	0.110517	0.521568	0.057366	0.206497	0.500499	0.042441	0.111155	0.343738	0.121446	0.136824	0.634155	0.160881	0.055045	0.053425	-0.091045	0.282276	1.01452	579	1.926667
-0.039325	0.49084	0.117127	-0.003695	0.409952	0.123647	0.140832	0.413424	1.03585	-0.100684	0.436124	0.077288	0.050821	0.46095	0.529533	0.072103	0.362037	0.494737	0.053058	0.462413	0.361422	0.147272	0.427974	0.677636	0.161355	0.487791	0.053722	-0.031646	0.093427	0.109833	0.03311	0.159459	0.12164	0.13427	0.141886	1.032231	-0.078254	0.162093	0.085768	0.023004	0.110523	0.521572	0.057296	0.206497	0.500446	0.042411	0.111195	0.343718	0.121327	0.136777	0.63408	0.160869	0.05503	0.053427	-0.091052	0.282237	1.014564	580	1.93
-0.039341	0.490837	0.117117	-0.003669	0.410006	0.123628	0.140839	0.413405	1.035875	-0.100663	0.436136	0.077307	0.05082	0.46095	0.529524	0.072105	0.362045	0.494751	0.053075	0.462424	0.361443	0.147259	0.427996	0.677585	0.161329	0.487783	0.053746	-0.031664	0.093436	0.109846	0.03309	0.15948	0.121625	0.13431	0.141906	1.032243	-0.078281	0.162122	0.085819	0.022999	0.110466	0.521569	0.057319	0.206546	0.500459	0.042444	0.111163	0.343732	0.121494	0.136851	0.634146	0.160889	0.055063	0.053439	-0.091039	0.282278	1.014558	581	1.933333
-0.039343	0.490865	0.117134	-0.003675	0.410024	0.123604	0.140849	0.413469	1.035871	-0.100651	0.436169	0.077235	0.050821	0.460936	0.529556	0.071958	0.362208	0.494615	0.053078	0.462407	0.361388	0.147255	0.428013	0.67765	0.161353	0.487774	0.05377	-0.031622	0.093471	0.109837	0.033078	0.159446	0.121625	0.134297	0.141933	1.032232	-0.078253	0.162094	0.085782	0.023025	0.110496	0.521572	0.057344	0.206524	0.500439	0.042396	0.111187	0.343718	0.121388	0.136799	0.634109	0.160879	0.055044	0.053382	-0.091044	0.28225	1.014565	582	1.936667
-0.039341	0.49084	0.117105	-0.003649	0.40996	0.123542	0.140843	0.413447	1.035867	-0.100676	0.436166	0.077263	0.050827	0.460961	0.529515	0.071957	0.362128	0.494644	0.053079	0.462408	0.361393	0.147304	0.427961	0.67761	0.161358	0.487774	0.053761	-0.031637	0.093429	0.109834	0.033086	0.159466	0.121619	0.134313	0.141925	1.032237	-0.078221	0.162018	0.085671	0.023018	0.110521	0.521606	0.057313	0.206522	0.500452	0.042435	0.111208	0.343728	0.121398	0.136835	0.63411	0.160884	0.055059	0.053399	-0.091035	0.282243	1.014539	583	1.94
-0.039326	0.490852	0.117127	-0.003633	0.410011	0.123551	0.140847	0.413426	1.035876	-0.100671	0.436137	0.077261	0.050829	0.460932	0.529518	0.072135	0.36204	0.494729	0.053069	0.462385	0.361378	0.147305	0.427964	0.677614	0.161334	0.487796	0.053763	-0.031618	0.093415	0.109802	0.033099	0.159467	0.121642	0.134341	0.141919	1.032215	-0.078268	0.162077	0.085782	0.023052	0.110508	0.521588	0.057387	0.206483	0.500504	0.042479	0.1112	0.343753	0.121374	0.136769	0.634067	0.160877	0.055067	0.053406	-0.091011	0.282255	1.014561	584	1.943333
-0.039362	0.490835	0.117134	-0.003622	0.410045	0.12354	0.140852	0.41344	1.035868	-0.100688	0.436123	0.077228	0.050836	0.46095	0.52952	0.072175	0.362076	0.494772	0.053095	0.462409	0.361411	0.147291	0.427989	0.677624	0.161355	0.487773	0.053754	-0.031654	0.093408	0.109816	0.033082	0.15941	0.121633	0.134364	0.141894	1.03224	-0.078277	0.162089	0.085811	0.023048	0.110502	0.521595	0.057297	0.206514	0.500429	0.042407	0.111208	0.343678	0.1214	0.136782	0.634055	0.160889	0.055052	0.053451	-0.09103	0.282237	1.014558	585	1.946667
-0.039342	0.490846	0.117138	-0.003658	0.409986	0.123603	0.140853	0.413448	1.035882	-0.10068	0.43612	0.077263	0.050845	0.460937	0.529541	0.072162	0.362046	0.494801	0.053078	0.462409	0.361406	0.147282	0.427965	0.677633	0.161341	0.487777	0.053746	-0.031648	0.093451	0.109817	0.032987	0.159361	0.121602	0.134353	0.141933	1.032231	-0.078243	0.162049	0.085729	0.02305	0.110501	0.521618	0.057373	0.206503	0.500478	0.042465	0.111197	0.343721	0.121335	0.136785	0.63397	0.160885	0.055041	0.053414	-0.091007	0.28222	1.014544	586	1.95
-0.039342	0.490847	0.117122	-0.003621	0.410027	0.123545	0.140844	0.413416	1.03586	-0.10066	0.436082	0.077226	0.050847	0.460939	0.529515	0.072138	0.362046	0.494719	0.053083	0.462399	0.361371	0.147294	0.427978	0.677606	0.161334	0.487771	0.053752	-0.031617	0.093459	0.10983	0.033125	0.159451	0.121596	0.134372	0.141915	1.032217	-0.078256	0.162064	0.085762	0.023062	0.110491	0.521567	0.057365	0.206467	0.500483	0.042456	0.111186	0.343715	0.121621	0.136728	0.634078	0.160891	0.055041	0.053404	-0.091014	0.282198	1.01455	587	1.953333
-0.039349	0.490853	0.117148	-0.003661	0.410001	0.123538	0.140837	0.413432	1.035865	-0.100653	0.436176	0.07728	0.050844	0.460924	0.529526	0.072138	0.362101	0.494717	0.053088	0.46241	0.361382	0.14728	0.42796	0.677578	0.161351	0.4878	0.053768	-0.031636	0.093421	0.109813	0.0331	0.159474	0.121627	0.13436	0.141889	1.032228	-0.078273	0.162074	0.085798	0.023114	0.110514	0.521545	0.057291	0.206511	0.50043	0.042521	0.11116	0.343741	0.121517	0.136707	0.63398	0.160884	0.055048	0.053423	-0.090995	0.282213	1.014551	588	1.956667
-0.039331	0.490839	0.117141	-0.003654	0.409972	0.123587	0.14086	0.413452	1.035881	-0.100667	0.436125	0.077227	0.050842	0.460949	0.529526	0.072082	0.362177	0.494692	0.053077	0.462404	0.361402	0.147325	0.428027	0.677642	0.161353	0.487771	0.053754	-0.031625	0.093438	0.109819	0.033128	0.159429	0.121599	0.134409	0.141935	1.032232	-0.078233	0.162084	0.085754	0.023097	0.110485	0.521552	0.057325	0.206559	0.500453	0.042464	0.111187	0.343711	0.121613	0.136715	0.63413	0.160888	0.055048	0.053416	-0.090988	0.282198	1.014554	589	1.96
-0.039349	0.490861	0.117138	-0.003653	0.410004	0.123581	0.140861	0.413448	1.035865	-0.100654	0.436159	0.077299	0.050849	0.460952	0.529525	0.072065	0.362102	0.494693	0.0531	0.462431	0.361413	0.147297	0.427981	0.67761	0.161345	0.487793	0.053768	-0.031643	0.093431	0.109823	0.033096	0.159481	0.121627	0.134399	0.141878	1.03221	-0.078245	0.162094	0.085764	0.023114	0.110471	0.52156	0.057407	0.206483	0.500479	0.0425	0.11118	0.343717	0.121586	0.136768	0.634083	0.160879	0.055059	0.053416	-0.091001	0.282224	1.014609	590	1.963333
-0.039334	0.490828	0.117138	-0.003643	0.409986	0.123612	0.140876	0.413427	1.035875	-0.100675	0.436139	0.077275	0.05087	0.460931	0.52954	0.07207	0.362093	0.494723	0.053086	0.462415	0.36139	0.147309	0.427954	0.677566	0.161329	0.487756	0.053755	-0.031642	0.093439	0.109845	0.033136	0.159437	0.121606	0.134414	0.141896	1.03222	-0.078246	0.162095	0.085785	0.023123	0.110497	0.521526	0.05729	0.206581	0.500375	0.042518	0.111194	0.343731	0.121607	0.13683	0.634072	0.160893	0.055035	0.053427	-0.090996	0.282201	1.014555	591	1.966667
-0.039358	0.490846	0.117131	-0.003639	0.410003	0.12353	0.140887	0.413451	1.03589	-0.100677	0.436161	0.07731	0.050832	0.460921	0.529512	0.072178	0.362075	0.494722	0.053091	0.462397	0.361401	0.147306	0.427986	0.677599	0.161328	0.487778	0.053766	-0.031653	0.093419	0.109838	0.033113	0.15946	0.121635	0.134435	0.141898	1.032206	-0.078245	0.162075	0.085742	0.023122	0.110517	0.521544	0.05742	0.206493	0.500518	0.042544	0.111145	0.343757	0.121471	0.136859	0.634115	0.160876	0.055031	0.053374	-0.090977	0.282162	1.014582	592	1.97
-0.039349	0.490811	0.117139	-0.003646	0.409998	0.123671	0.140864	0.413441	1.035858	-0.10068	0.436155	0.077273	0.050854	0.460938	0.529527	0.072104	0.362066	0.494678	0.053092	0.462388	0.361385	0.14731	0.42798	0.677615	0.161332	0.487779	0.053791	-0.031606	0.093443	0.109817	0.033125	0.159437	0.121626	0.134404	0.141942	1.032169	-0.078297	0.162066	0.085793	0.023104	0.110468	0.521597	0.057395	0.206488	0.500486	0.042491	0.111179	0.343704	0.121526	0.13683	0.633999	0.160901	0.055047	0.053424	-0.090989	0.282153	1.014599	593	1.973333
-0.039333	0.490838	0.117119	-0.003668	0.410041	0.123632	0.14084	0.413428	1.035875	-0.100669	0.436128	0.077325	0.05085	0.460939	0.529535	0.072184	0.362067	0.494756	0.053096	0.462412	0.361402	0.147318	0.427975	0.677582	0.161353	0.487791	0.053748	-0.031626	0.093464	0.109823	0.033084	0.159445	0.121596	0.134432	0.141897	1.032168	-0.078261	0.162086	0.085756	0.02314	0.110463	0.521529	0.057343	0.206478	0.500439	0.042492	0.111173	0.343707	0.121618	0.13687	0.634088	0.160873	0.055049	0.053386	-0.090979	0.282143	1.014587	594	1.976667
-0.039344	0.490855	0.117145	-0.003663	0.409981	0.123643	0.140873	0.413418	1.035871	-0.100678	0.436114	0.077255	0.050835	0.460945	0.529508	0.072171	0.362165	0.494736	0.053081	0.462409	0.361395	0.147324	0.428049	0.677611	0.161346	0.487786	0.053763	-0.031641	0.093424	0.1098	0.033116	0.159423	0.121578	0.134434	0.141897	1.032155	-0.078237	0.162035	0.085722	0.02315	0.110468	0.521601	0.057364	0.206463	0.500436	0.042498	0.111174	0.3437	0.121395	0.136898	0.633999	0.160871	0.055057	0.053412	-0.090963	0.282172	1.014565	595	1.98
-0.039349	0.49084	0.117139	-0.003652	0.410006	0.12363	0.140889	0.413438	1.035855	-0.100676	0.436104	0.077273	0.050843	0.460919	0.529553	0.072144	0.362113	0.494705	0.053088	0.46239	0.361398	0.147282	0.428027	0.677587	0.16134	0.487769	0.053735	-0.031631	0.093423	0.109838	0.0331	0.159462	0.121608	0.134444	0.14188	1.032134	-0.078274	0.162112	0.085807	0.023173	0.110496	0.521557	0.057309	0.206549	0.500417	0.042522	0.111154	0.343713	0.121509	0.13684	0.63401	0.160879	0.055063	0.0534	-0.090968	0.282146	1.014587	596	1.983333
-0.039343	0.490835	0.117148	-0.00366	0.410006	0.123577	0.140881	0.413444	1.035874	-0.100668	0.436147	0.077215	0.050848	0.460925	0.529503	0.072208	0.36202	0.494747	0.053077	0.462371	0.361378	0.147311	0.428014	0.677583	0.161349	0.487783	0.053779	-0.031645	0.093448	0.109831	0.033087	0.159459	0.121622	0.134503	0.141854	1.032194	-0.078239	0.162083	0.085731	0.023133	0.110494	0.521565	0.057365	0.206519	0.500423	0.042518	0.11118	0.343716	0.121428	0.136754	0.63412	0.160882	0.055041	0.053404	-0.090951	0.282153	1.014619	597	1.986667
-0.039344	0.490835	0.117112	-0.003644	0.409982	0.123643	0.140873	0.413444	1.035862	-0.100655	0.436162	0.077246	0.05084	0.460929	0.529492	0.072081	0.362123	0.494707	0.053103	0.46238	0.361394	0.147302	0.428032	0.677618	0.161342	0.487773	0.053773	-0.03162	0.093433	0.109784	0.033123	0.159442	0.121594	0.134534	0.141849	1.032197	-0.078262	0.162087	0.085778	0.023171	0.110467	0.521571	0.057338	0.206483	0.500443	0.042493	0.111184	0.343704	0.121551	0.136777	0.63406	0.160876	0.055032	0.053419	-0.09092	0.282159	1.014572	598	1.99
