LAnkle	LAnkle	LAnkle	LAnkleMed	LAnkleMed	LAnkleMed	LASIS	LASIS	LASIS	LHeel	LHeel	LHeel	LKnee	LKnee	LKnee	LKneeMed	LKneeMed	LKneeMed	LShank	LShank	LShank	LThigh	LThigh	LThigh	LToe	LToe	LToe	RAnkle	RAnkle	RAnkle	RAnkleMed	RAnkleMed	RAnkleMed	RASIS	RASIS	RASIS	RHeel	RHeel	RHeel	RKnee	RKnee	RKnee	RKneeMed	RKneeMed	RKneeMed	RShank	RShank	RShank	RThigh	RThigh	RThigh	RToe	RToe	RToe	VSacral	VSacral	VSacral																			
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z																				
1.195826	0.425713	0.044205	1.227873	0.344786	0.066488	1.044333	0.359297	0.949651	1.156183	0.368457	-0.015993	1.129716	0.400831	0.459826	1.155049	0.298499	0.434528	1.191947	0.401588	0.307712	1.156242	0.369001	0.620445	1.409945	0.42409	0.05628	0.736331	0.109684	0.054722	0.783642	0.191767	0.066152	1.041181	0.088193	0.952922	0.667321	0.163758	0.0368	0.890706	0.088498	0.444405	0.905038	0.192484	0.434392	0.866134	0.118674	0.264622	0.999169	0.122527	0.555218	0.924384	0.123515	-0.01985	0.814903	0.230638	0.914164																			769	2.56
1.203175	0.425939	0.043599	1.235066	0.345042	0.066097	1.048085	0.359579	0.948399	1.164356	0.368727	-0.017256	1.1321	0.400245	0.458197	1.157493	0.297652	0.433289	1.195963	0.401447	0.306984	1.158352	0.368787	0.618137	1.417111	0.424805	0.05838	0.736659	0.109696	0.054853	0.784007	0.19189	0.066192	1.044881	0.088351	0.952083	0.667531	0.163801	0.036972	0.893111	0.08846	0.443797	0.907418	0.192414	0.433789	0.867549	0.118619	0.264035	1.001807	0.122376	0.554385	0.924477	0.123454	-0.020111	0.818595	0.230637	0.913343																			770	2.563333
1.210309	0.426084	0.043079	1.242019	0.345281	0.065862	1.051881	0.359816	0.94715	1.172292	0.368842	-0.018319	1.134447	0.399751	0.456609	1.15959	0.297474	0.431647	1.199877	0.401282	0.306254	1.160403	0.368494	0.615961	1.423995	0.425388	0.060367	0.737024	0.109735	0.054979	0.784386	0.191915	0.066164	1.048606	0.088554	0.951241	0.667739	0.163841	0.037151	0.8955	0.088405	0.443274	0.909907	0.192208	0.433017	0.869061	0.118661	0.26357	1.004691	0.122161	0.553468	0.924567	0.123418	-0.020365	0.82226	0.230682	0.912486																			771	2.566667
1.217123	0.42618	0.042411	1.248735	0.345356	0.065584	1.055682	0.36003	0.945841	1.179962	0.368904	-0.019429	1.136863	0.399294	0.455137	1.162062	0.296897	0.430432	1.203758	0.401159	0.305573	1.161941	0.368326	0.613679	1.430635	0.425966	0.0622	0.73737	0.109773	0.055134	0.784815	0.191944	0.066184	1.052341	0.088649	0.950341	0.667961	0.163895	0.037423	0.897967	0.088326	0.442533	0.912532	0.192112	0.432253	0.870603	0.118637	0.263031	1.007646	0.121855	0.552755	0.924654	0.12337	-0.020624	0.826051	0.230697	0.91164																			772	2.57
1.223663	0.426201	0.041787	1.255181	0.345485	0.065385	1.059512	0.360341	0.944557	1.18727	0.368819	-0.020431	1.139232	0.398836	0.453683	1.164579	0.296575	0.429125	1.207569	0.401016	0.304885	1.16377	0.367986	0.611682	1.437002	0.426467	0.063967	0.737749	0.109838	0.055298	0.785247	0.192028	0.066113	1.056169	0.088846	0.949483	0.668225	0.163973	0.037676	0.90049	0.08825	0.441862	0.915212	0.191954	0.431604	0.872175	0.118601	0.262497	1.010551	0.121666	0.551867	0.924768	0.123328	-0.020872	0.829825	0.230752	0.910898																			773	2.573333
1.229938	0.426096	0.041105	1.261377	0.345509	0.06506	1.063348	0.360624	0.943248	1.194301	0.368683	-0.02145	1.141651	0.398421	0.45222	1.167165	0.296123	0.427875	1.211298	0.400815	0.3041	1.165675	0.36758	0.609817	1.443027	0.426809	0.065438	0.738134	0.109902	0.055485	0.785684	0.192188	0.066219	1.059919	0.088954	0.948599	0.668462	0.164019	0.037928	0.903118	0.08815	0.44124	0.917939	0.191885	0.430777	0.873805	0.118677	0.261945	1.013268	0.121277	0.550804	0.924878	0.123274	-0.021102	0.833607	0.230885	0.910093																			774	2.576667
1.235923	0.426018	0.040415	1.267352	0.345526	0.064814	1.067269	0.360891	0.942003	1.201015	0.368474	-0.022461	1.144155	0.398048	0.450786	1.169861	0.295907	0.426693	1.214978	0.400629	0.303317	1.16789	0.36728	0.608344	1.448831	0.427145	0.066805	0.738559	0.109964	0.055702	0.786102	0.19227	0.066231	1.063702	0.089095	0.947711	0.6687	0.164132	0.038247	0.90573	0.088082	0.440556	0.920764	0.191676	0.430007	0.875484	0.118573	0.26126	1.016741	0.121075	0.550047	0.924992	0.123213	-0.02139	0.837375	0.231009	0.909344																			775	2.58
1.241662	0.425824	0.03976	1.273028	0.34538	0.06449	1.071213	0.361137	0.940753	1.20735	0.368077	-0.023455	1.146696	0.39779	0.449406	1.172632	0.295765	0.425488	1.218596	0.40044	0.302514	1.17023	0.366929	0.60696	1.454314	0.427377	0.067928	0.738998	0.110037	0.05591	0.786616	0.192381	0.066268	1.06754	0.089267	0.946809	0.668976	0.164174	0.038542	0.908439	0.088001	0.439837	0.923668	0.191601	0.429158	0.877161	0.118689	0.260732	1.0202	0.120644	0.549198	0.925111	0.123178	-0.021649	0.8412	0.231167	0.908552																			776	2.583333
1.247063	0.425608	0.038968	1.278321	0.345341	0.064025	1.075067	0.361373	0.939477	1.213649	0.367296	-0.02445	1.149319	0.397571	0.448056	1.175514	0.295741	0.424124	1.222158	0.400226	0.301726	1.172897	0.366778	0.605962	1.459532	0.427447	0.068811	0.739425	0.110079	0.05617	0.787164	0.192461	0.066322	1.071284	0.089442	0.945822	0.669294	0.164319	0.038868	0.911158	0.087924	0.439143	0.926658	0.191418	0.428362	0.878891	0.118678	0.260213	1.023586	0.120285	0.54826	0.925235	0.123092	-0.021901	0.845008	0.231405	0.907796																			777	2.586667
1.25212	0.425328	0.038129	1.283349	0.345069	0.063602	1.079	0.361617	0.938261	1.21928	0.366871	-0.025524	1.15204	0.397342	0.446745	1.178631	0.295544	0.423152	1.225668	0.400051	0.300847	1.175849	0.366578	0.605036	1.464487	0.427325	0.069534	0.739901	0.110198	0.056433	0.787674	0.192551	0.066288	1.075146	0.089575	0.944907	0.669578	0.164471	0.039203	0.913989	0.087907	0.438497	0.929643	0.191265	0.427513	0.880632	0.118697	0.25958	1.026887	0.119971	0.547385	0.925339	0.123075	-0.022112	0.848916	0.231486	0.906906																			778	2.59
1.256924	0.425105	0.037242	1.288004	0.344914	0.062921	1.082966	0.361888	0.93708	1.224522	0.366435	-0.026557	1.154889	0.397187	0.445482	1.181738	0.295418	0.422041	1.229113	0.399853	0.299947	1.179061	0.366468	0.604227	1.4691	0.427112	0.069946	0.740314	0.110344	0.056758	0.788251	0.192656	0.066363	1.079009	0.08974	0.944018	0.669909	0.164649	0.039548	0.916789	0.087863	0.437676	0.932752	0.191236	0.426741	0.882461	0.118676	0.259054	1.029943	0.119442	0.546695	0.925437	0.123027	-0.022367	0.852813	0.231726	0.90613																			779	2.593333
1.261391	0.424755	0.036229	1.29237	0.344585	0.062229	1.086877	0.362058	0.935918	1.229352	0.365901	-0.027764	1.157871	0.397097	0.444242	1.185044	0.295319	0.421165	1.232572	0.399686	0.298948	1.18253	0.366388	0.603486	1.473415	0.426698	0.070153	0.740789	0.11046	0.057119	0.788795	0.192814	0.066417	1.082862	0.089898	0.943102	0.670279	0.164776	0.039968	0.919674	0.087815	0.437041	0.935871	0.191028	0.425834	0.884262	0.118658	0.258342	1.033259	0.119222	0.545524	0.92556	0.122965	-0.022595	0.856741	0.232056	0.905382																			780	2.596667
1.265479	0.424427	0.035197	1.296308	0.344278	0.06129	1.09083	0.362296	0.934837	1.233725	0.365531	-0.028909	1.161026	0.397037	0.443038	1.188499	0.295084	0.420214	1.236036	0.399467	0.297946	1.186226	0.366346	0.602732	1.477389	0.426111	0.070008	0.74128	0.110595	0.05746	0.789416	0.192921	0.066463	1.086759	0.090037	0.94214	0.670605	0.164949	0.040398	0.922596	0.087753	0.436213	0.939022	0.190989	0.424953	0.886173	0.118688	0.257902	1.036616	0.118835	0.544715	0.925665	0.122914	-0.022834	0.860586	0.232383	0.904577																			781	2.6
1.269265	0.423968	0.034051	1.299967	0.343893	0.060325	1.094746	0.362487	0.933732	1.237659	0.36509	-0.030174	1.164302	0.396978	0.441915	1.191981	0.295135	0.419253	1.239523	0.399262	0.296896	1.190098	0.366354	0.602043	1.481086	0.425395	0.069526	0.741818	0.110712	0.057776	0.790004	0.193099	0.066562	1.090653	0.090241	0.941177	0.671009	0.165179	0.040812	0.925554	0.08781	0.435539	0.94222	0.190866	0.424091	0.887995	0.118768	0.257278	1.040107	0.118663	0.543753	0.925816	0.122895	-0.023058	0.864502	0.232671	0.903771																			782	2.603333
1.272735	0.423562	0.03282	1.303271	0.343339	0.059275	1.09871	0.362732	0.93271	1.241151	0.364599	-0.031509	1.167763	0.397001	0.440869	1.195647	0.29505	0.418389	1.242989	0.39914	0.295803	1.194116	0.366303	0.601346	1.484474	0.424493	0.068653	0.742353	0.110858	0.05817	0.790632	0.193226	0.06669	1.094458	0.090469	0.940212	0.6714	0.165389	0.041248	0.928632	0.087792	0.43475	0.945481	0.190797	0.423101	0.889893	0.118842	0.256775	1.043542	0.118342	0.542514	0.925939	0.122837	-0.023297	0.86844	0.232979	0.902926																			783	2.606667
1.275818	0.423128	0.031536	1.306196	0.342914	0.057984	1.102634	0.362876	0.931683	1.244149	0.364191	-0.032816	1.171354	0.39699	0.439876	1.199389	0.29503	0.417405	1.246518	0.398924	0.294603	1.19826	0.366325	0.600577	1.487603	0.423374	0.067469	0.742866	0.111101	0.058642	0.791314	0.193333	0.066803	1.09839	0.09063	0.93928	0.671834	0.16558	0.041735	0.931682	0.087865	0.433948	0.948763	0.190781	0.422293	0.891824	0.118998	0.25624	1.047043	0.118219	0.541541	0.926051	0.122817	-0.02354	0.871789	0.233347	0.902255																			784	2.61
1.278706	0.42264	0.030185	1.308875	0.342333	0.056601	1.106611	0.363061	0.930764	1.246757	0.363745	-0.034108	1.175116	0.396987	0.438999	1.203258	0.294919	0.416493	1.250041	0.398682	0.293426	1.202512	0.366322	0.599759	1.490521	0.422101	0.065925	0.743437	0.111239	0.059065	0.792021	0.193486	0.066924	1.102374	0.090839	0.938375	0.672274	0.16589	0.042289	0.934771	0.087896	0.433179	0.952058	0.190839	0.421348	0.893864	0.118952	0.255589	1.050641	0.118054	0.540542	0.926182	0.122805	-0.023755	0.875783	0.233832	0.9014																			785	2.613333
1.281291	0.422061	0.028725	1.31126	0.341596	0.05528	1.110582	0.363266	0.92981	1.248987	0.363298	-0.035513	1.178954	0.396973	0.438022	1.207184	0.294954	0.415697	1.253572	0.398504	0.292139	1.206824	0.366426	0.599052	1.493183	0.420681	0.063946	0.744057	0.111448	0.05952	0.792711	0.193639	0.067046	1.106243	0.091103	0.937337	0.672751	0.166184	0.042804	0.93798	0.087949	0.432443	0.955417	0.190796	0.420355	0.895844	0.119175	0.255019	1.054058	0.117904	0.539323	0.92631	0.122762	-0.023988	0.879687	0.234285	0.90066																			786	2.616667
1.28357	0.421491	0.027235	1.31334	0.340973	0.053701	1.11458	0.363493	0.928854	1.250811	0.362865	-0.036903	1.182994	0.397008	0.437177	1.211335	0.29492	0.414809	1.257093	0.398193	0.290761	1.211149	0.366547	0.598257	1.495611	0.419262	0.061605	0.744659	0.11163	0.060005	0.793509	0.193821	0.067205	1.110246	0.091285	0.936435	0.673273	0.166555	0.043339	0.941138	0.088069	0.431687	0.958848	0.190781	0.419457	0.897906	0.119245	0.254504	1.057643	0.1178	0.538322	0.926421	0.122732	-0.024223	0.883724	0.234664	0.899787																			787	2.62
1.285703	0.420822	0.02564	1.315188	0.340227	0.051963	1.118671	0.363746	0.928062	1.252302	0.362445	-0.038263	1.187111	0.396971	0.436339	1.215483	0.294943	0.413973	1.260626	0.397881	0.289386	1.215479	0.366705	0.597469	1.497891	0.417608	0.058896	0.745257	0.111849	0.060522	0.794284	0.194064	0.067419	1.114159	0.09156	0.935468	0.673799	0.166923	0.043962	0.944328	0.088127	0.430713	0.962235	0.190807	0.418465	0.899947	0.119249	0.25395	1.06133	0.117666	0.537338	0.926567	0.122721	-0.02445	0.887701	0.235098	0.898946																			788	2.623333
1.287552	0.420219	0.024056	1.316831	0.339391	0.050242	1.122635	0.363946	0.927052	1.253426	0.36195	-0.039525	1.191335	0.397013	0.435532	1.219672	0.294997	0.41322	1.264058	0.397569	0.287861	1.219891	0.366939	0.5967	1.49995	0.415935	0.055859	0.745897	0.11215	0.061079	0.795116	0.194265	0.067607	1.118217	0.091819	0.934562	0.674345	0.167288	0.044582	0.947612	0.088233	0.43003	0.965697	0.190862	0.417465	0.90192	0.119353	0.253398	1.064941	0.117636	0.53633	0.926702	0.122666	-0.024653	0.891762	0.235493	0.898077																			789	2.626667
1.289132	0.41952	0.022476	1.318191	0.338697	0.048323	1.126742	0.364257	0.926221	1.254271	0.361453	-0.040859	1.195607	0.396976	0.434651	1.223992	0.294977	0.412394	1.267472	0.397184	0.286373	1.22425	0.367172	0.595951	1.501779	0.414207	0.052636	0.746586	0.11237	0.061636	0.795963	0.194408	0.067737	1.12224	0.092106	0.933618	0.674964	0.167603	0.045265	0.950875	0.088358	0.429166	0.969161	0.190985	0.416514	0.904015	0.119513	0.25292	1.068558	0.117669	0.535239	0.926829	0.122693	-0.024845	0.895942	0.235957	0.897143																			790	2.63
1.290511	0.418799	0.020856	1.319477	0.337716	0.046479	1.130887	0.364545	0.925392	1.254799	0.360924	-0.042108	1.199975	0.396978	0.433799	1.228166	0.29501	0.411538	1.270879	0.396753	0.284795	1.228627	0.367471	0.595275	1.503417	0.412371	0.049142	0.747221	0.112684	0.062274	0.796828	0.194665	0.068025	1.126292	0.092396	0.932699	0.675545	0.168065	0.046047	0.954195	0.088482	0.428262	0.972679	0.190951	0.41542	0.90613	0.119667	0.252217	1.072252	0.117618	0.534244	0.92694	0.122647	-0.025094	0.899959	0.236469	0.896351																			791	2.633333
1.291749	0.417965	0.019166	1.320535	0.336786	0.044426	1.13501	0.364822	0.924504	1.255173	0.360374	-0.04324	1.20439	0.397037	0.432942	1.232536	0.29503	0.410833	1.274252	0.396256	0.28311	1.232993	0.367836	0.594614	1.504843	0.410454	0.045483	0.747884	0.113	0.062862	0.797735	0.194883	0.06823	1.130357	0.092731	0.931766	0.676219	0.168417	0.046846	0.957533	0.088614	0.427501	0.976215	0.191062	0.414447	0.908283	0.119832	0.25178	1.076032	0.117671	0.533252	0.927042	0.12265	-0.025283	0.904118	0.237047	0.895537																			792	2.636667
1.292913	0.417547	0.017742	1.321504	0.335877	0.042437	1.139211	0.365161	0.923724	1.255321	0.359799	-0.043993	1.208803	0.397066	0.432035	1.236766	0.29509	0.409944	1.277609	0.395761	0.281437	1.237351	0.368206	0.594007	1.506105	0.408539	0.041689	0.748636	0.113252	0.063527	0.798639	0.195005	0.068455	1.134483	0.092989	0.930804	0.676957	0.168776	0.047729	0.960949	0.088757	0.426682	0.979791	0.191257	0.413464	0.91043	0.120077	0.251231	1.079743	0.117768	0.532244	0.927135	0.122661	-0.025461	0.908196	0.237431	0.894755																			793	2.64
1.293698	0.41643	0.016015	1.322379	0.334869	0.040401	1.143411	0.365605	0.922899	1.255373	0.359285	-0.044309	1.213268	0.397062	0.43115	1.241229	0.294995	0.409283	1.28089	0.395129	0.279695	1.241799	0.368594	0.593546	1.507381	0.406573	0.037723	0.749384	0.113531	0.064261	0.79959	0.195144	0.068786	1.138545	0.093412	0.929831	0.677706	0.169141	0.048638	0.964329	0.088885	0.425837	0.983353	0.191364	0.412368	0.912596	0.120187	0.250642	1.083485	0.117806	0.531207	0.927212	0.122669	-0.025644	0.912552	0.237877	0.893778																			794	2.643333
1.294667	0.415993	0.014496	1.32324	0.333833	0.038386	1.147747	0.366026	0.922056	1.255425	0.358839	-0.044445	1.217704	0.397084	0.430212	1.245557	0.295104	0.408569	1.284083	0.394253	0.277993	1.246091	0.368877	0.592944	1.508765	0.404619	0.03372	0.750117	0.113855	0.06497	0.800589	0.195364	0.069197	1.142741	0.093762	0.928954	0.678478	0.169507	0.049749	0.967812	0.089019	0.42499	0.987084	0.191416	0.411372	0.914826	0.120403	0.250075	1.087226	0.117761	0.529761	0.927277	0.122691	-0.025814	0.916611	0.238407	0.893079																			795	2.646667
1.295411	0.415139	0.012918	1.323868	0.332913	0.036414	1.152056	0.366483	0.921273	1.255516	0.358454	-0.044699	1.222124	0.397068	0.429327	1.249799	0.29512	0.407669	1.287322	0.393597	0.276227	1.250495	0.369234	0.592478	1.510256	0.402647	0.029668	0.750848	0.114122	0.06581	0.80156	0.195568	0.069548	1.14696	0.094202	0.928043	0.679286	0.169825	0.050907	0.971313	0.089166	0.424194	0.990785	0.191703	0.410311	0.91705	0.120443	0.249532	1.090915	0.117825	0.528663	0.927281	0.122789	-0.025954	0.921026	0.238916	0.892082																			796	2.65
1.29635	0.414548	0.011655	1.324467	0.332133	0.034403	1.156455	0.366994	0.920483	1.255938	0.357946	-0.045061	1.226523	0.396987	0.428334	1.25409	0.295102	0.406927	1.290538	0.392895	0.2745	1.254924	0.369597	0.592187	1.51176	0.400663	0.025808	0.751621	0.114432	0.066608	0.802568	0.1957	0.069895	1.151155	0.094578	0.92707	0.680108	0.170092	0.05216	0.974887	0.089352	0.423346	0.994541	0.191705	0.409208	0.919351	0.120535	0.249121	1.094834	0.117967	0.527636	0.927341	0.122803	-0.026037	0.925237	0.239391	0.891292																			797	2.653333
1.297555	0.413941	0.010518	1.325123	0.331189	0.032516	1.160878	0.367507	0.919706	1.256554	0.357682	-0.045252	1.23091	0.396878	0.42751	1.258296	0.295129	0.406167	1.293727	0.392249	0.272769	1.259252	0.36992	0.591668	1.513308	0.398668	0.022133	0.752467	0.114626	0.067388	0.80362	0.195793	0.07032	1.155421	0.09508	0.926163	0.68106	0.170399	0.053364	0.978525	0.089546	0.42244	0.998289	0.191979	0.408196	0.921664	0.120717	0.248674	1.098978	0.118053	0.526827	0.927359	0.122791	-0.026127	0.929586	0.239946	0.890445																			798	2.656667
1.299078	0.413495	0.009478	1.326018	0.330422	0.030933	1.165322	0.36807	0.918914	1.257448	0.35746	-0.045395	1.23525	0.396835	0.426633	1.262383	0.295242	0.405288	1.296955	0.39166	0.271153	1.263641	0.370234	0.591345	1.515136	0.396748	0.018595	0.753318	0.114882	0.06837	0.804706	0.195933	0.070826	1.159746	0.095519	0.925297	0.682003	0.17067	0.054767	0.982248	0.089619	0.421686	1.002187	0.192173	0.407018	0.924059	0.120662	0.24815	1.102992	0.118258	0.525797	0.92739	0.122827	-0.026218	0.933835	0.2405	0.889618																			799	2.66
1.30081	0.413123	0.008682	1.327245	0.329822	0.02953	1.169848	0.368668	0.918235	1.258381	0.357349	-0.045281	1.239535	0.396688	0.425789	1.266443	0.295319	0.404541	1.300268	0.391067	0.269608	1.26797	0.370581	0.590944	1.517187	0.394913	0.015131	0.754188	0.115065	0.069297	0.805794	0.195955	0.071268	1.164054	0.096001	0.924329	0.683002	0.170894	0.05623	0.985985	0.089752	0.420806	1.006148	0.192309	0.405957	0.92623	0.12093	0.247603	1.107057	0.118409	0.524794	0.927385	0.122879	-0.026292	0.93833	0.241056	0.88868																			800	2.663333
1.302885	0.412949	0.007996	1.328813	0.329563	0.028179	1.174328	0.369225	0.917473	1.259626	0.357341	-0.045147	1.243743	0.396506	0.425038	1.270321	0.295477	0.403696	1.303665	0.390628	0.268262	1.272203	0.370783	0.590479	1.519346	0.393168	0.011852	0.755106	0.115287	0.070363	0.807037	0.196087	0.071824	1.168331	0.09658	0.923355	0.684063	0.171141	0.057737	0.989836	0.089895	0.420034	1.010161	0.192511	0.40476	0.928681	0.120947	0.247239	1.111193	0.11856	0.523793	0.927409	0.122945	-0.026327	0.942616	0.241628	0.887939																			801	2.666667
1.305299	0.412786	0.00735	1.330932	0.329302	0.027155	1.178927	0.369829	0.916812	1.261026	0.357444	-0.044843	1.247943	0.396475	0.424338	1.274195	0.295653	0.402908	1.307121	0.390216	0.267051	1.276467	0.371094	0.590146	1.521692	0.391624	0.00874	0.756093	0.115501	0.071431	0.808232	0.196094	0.072417	1.172768	0.097129	0.922539	0.685237	0.171356	0.05938	0.993778	0.089995	0.419132	1.014246	0.192698	0.403711	0.931274	0.120847	0.246863	1.115442	0.118776	0.522894	0.927388	0.122978	-0.026357	0.947122	0.242077	0.887027																			802	2.67
1.307876	0.412703	0.006771	1.333373	0.329073	0.026021	1.183495	0.370465	0.916139	1.262575	0.357551	-0.044405	1.252018	0.396441	0.423641	1.277816	0.295893	0.402072	1.310717	0.390002	0.266125	1.280668	0.371263	0.589755	1.524109	0.390245	0.00562	0.757185	0.115671	0.072602	0.809551	0.196091	0.073035	1.177159	0.097714	0.921659	0.686374	0.171572	0.061092	0.997858	0.090074	0.418321	1.018404	0.192866	0.402504	0.933871	0.120858	0.246511	1.11978	0.118968	0.522048	0.927351	0.122991	-0.026374	0.951429	0.24274	0.886247																			803	2.673333
1.31053	0.412691	0.006155	1.335938	0.328876	0.025075	1.188125	0.371122	0.915556	1.264176	0.357639	-0.04393	1.255985	0.39651	0.423086	1.281379	0.295958	0.401256	1.314409	0.389847	0.265386	1.284965	0.371548	0.589483	1.526547	0.389064	0.0026	0.758254	0.115815	0.073841	0.810937	0.196157	0.073788	1.181575	0.098291	0.920804	0.687685	0.171764	0.062932	1.002057	0.090167	0.417446	1.022729	0.193065	0.401482	0.936607	0.120797	0.246206	1.124262	0.119122	0.521118	0.927214	0.122919	-0.026438	0.955881	0.243359	0.885428																			804	2.676667
1.313178	0.412773	0.005629	1.338556	0.328891	0.024159	1.192784	0.371746	0.914978	1.265748	0.357828	-0.043426	1.259863	0.396696	0.422586	1.284839	0.296217	0.400454	1.318211	0.389738	0.264883	1.289227	0.371699	0.589158	1.528937	0.388116	-0.000622	0.759464	0.115993	0.075135	0.812434	0.196028	0.074452	1.185956	0.098952	0.919912	0.689038	0.171954	0.064846	1.006358	0.090097	0.416706	1.027106	0.193093	0.400259	0.939397	0.120723	0.245903	1.128686	0.119395	0.520123	0.927171	0.122965	-0.026421	0.960285	0.244095	0.884603																			805	2.68
1.315769	0.412822	0.005098	1.340986	0.328864	0.0232	1.197425	0.372394	0.914489	1.267285	0.358004	-0.042815	1.263663	0.397008	0.422087	1.288207	0.296328	0.399719	1.322037	0.389747	0.264411	1.293482	0.371857	0.588791	1.531245	0.387358	-0.003916	0.760761	0.116121	0.076521	0.813947	0.195919	0.075173	1.190411	0.09953	0.919127	0.690533	0.172167	0.06695	1.010828	0.090069	0.415838	1.031641	0.193216	0.399221	0.942334	0.120623	0.24555	1.133325	0.119592	0.519193	0.927129	0.12301	-0.026397	0.964686	0.244783	0.883854																			806	2.683333
1.318196	0.412943	0.004642	1.343576	0.328807	0.02231	1.202103	0.373056	0.913994	1.268693	0.358191	-0.042393	1.267445	0.397439	0.421606	1.291549	0.296346	0.398996	1.325842	0.38974	0.263948	1.297801	0.371934	0.588454	1.533393	0.386749	-0.007344	0.762184	0.116277	0.077983	0.81578	0.195923	0.076139	1.194824	0.100221	0.918326	0.692156	0.172437	0.069125	1.015438	0.089974	0.41494	1.036209	0.193347	0.398106	0.945384	0.120451	0.245243	1.138022	0.119766	0.518362	0.927092	0.123064	-0.026347	0.969286	0.245426	0.882995																			807	2.686667
1.320406	0.413065	0.004143	1.34582	0.328922	0.021389	1.206802	0.373774	0.913546	1.270032	0.358251	-0.041886	1.271215	0.397943	0.421146	1.294869	0.296342	0.398326	1.32965	0.389603	0.263469	1.302064	0.372289	0.588152	1.535366	0.386415	-0.010806	0.763673	0.116466	0.079491	0.817502	0.196095	0.077143	1.199314	0.100823	0.917548	0.693887	0.172648	0.071424	1.020177	0.089775	0.414084	1.040965	0.193299	0.397036	0.94858	0.12035	0.245026	1.142793	0.119945	0.517445	0.927071	0.12309	-0.026264	0.973842	0.246082	0.882152																			808	2.69
1.322369	0.413219	0.003718	1.347982	0.32898	0.020617	1.211469	0.374423	0.913127	1.271125	0.358323	-0.041537	1.275113	0.398521	0.420732	1.298138	0.296388	0.397772	1.333442	0.389565	0.262967	1.306356	0.372304	0.587721	1.537171	0.386253	-0.014246	0.765259	0.116684	0.081084	0.819344	0.195855	0.077932	1.203753	0.10155	0.916843	0.695756	0.172959	0.073916	1.025097	0.089571	0.413188	1.045827	0.193216	0.395894	0.951913	0.120073	0.244769	1.147827	0.12015	0.516673	0.927104	0.123138	-0.026128	0.978363	0.246793	0.881383																			809	2.693333
1.324082	0.413316	0.003194	1.349778	0.329038	0.019798	1.216152	0.375121	0.912726	1.272125	0.35838	-0.041215	1.279168	0.399134	0.420391	1.301547	0.296355	0.397391	1.337207	0.389467	0.262433	1.310676	0.372224	0.58731	1.538697	0.386281	-0.017494	0.767011	0.116849	0.082819	0.821316	0.195784	0.078863	1.208302	0.10219	0.916154	0.69784	0.173298	0.076451	1.030135	0.089278	0.412281	1.050809	0.193123	0.394812	0.955385	0.119889	0.244504	1.152768	0.120363	0.515878	0.92719	0.123157	-0.025919	0.982946	0.247491	0.88066																			810	2.696667
1.325526	0.413437	0.002782	1.35136	0.329121	0.018965	1.220797	0.375772	0.912329	1.272984	0.358428	-0.040941	1.283424	0.39966	0.420062	1.304983	0.29637	0.397038	1.340954	0.389392	0.261808	1.31477	0.371942	0.586679	1.540011	0.386407	-0.020555	0.768863	0.117083	0.084611	0.823444	0.195698	0.079884	1.212808	0.102911	0.915493	0.700005	0.173658	0.079158	1.03541	0.088842	0.411366	1.056035	0.192997	0.393849	0.958972	0.119671	0.244246	1.158011	0.120548	0.515092	0.927286	0.123166	-0.025713	0.987531	0.248242	0.879935																			811	2.7
1.326778	0.413435	0.002393	1.352837	0.329133	0.018343	1.225353	0.376465	0.912005	1.273486	0.358917	-0.040687	1.287858	0.400207	0.419845	1.308514	0.296556	0.396907	1.344666	0.389308	0.261106	1.31905	0.37185	0.586091	1.541109	0.3866	-0.023494	0.770857	0.117236	0.086449	0.825742	0.195559	0.081004	1.217381	0.103582	0.914908	0.702391	0.174057	0.08192	1.040842	0.088498	0.410381	1.061119	0.193752	0.392869	0.962738	0.11937	0.244007	1.163215	0.12061	0.514041	0.927467	0.123147	-0.02541	0.992054	0.248899	0.879216																			812	2.703333
1.327873	0.413451	0.002133	1.354156	0.329218	0.017757	1.230015	0.377188	0.911722	1.274072	0.358941	-0.040453	1.292497	0.400733	0.419689	1.31217	0.296753	0.396726	1.348341	0.389242	0.260377	1.323417	0.371816	0.585559	1.542066	0.386892	-0.026173	0.773019	0.11743	0.088407	0.828173	0.195389	0.082079	1.221878	0.104366	0.91436	0.704951	0.174415	0.084932	1.046311	0.088206	0.409582	1.066408	0.194084	0.392	0.966699	0.119048	0.243818	1.168654	0.120774	0.513417	0.927647	0.123118	-0.025051	0.996694	0.249673	0.878496																			813	2.706667
