LAnkle	LAnkle	LAnkle	LAnkleMed	LAnkleMed	LAnkleMed	LASIS	LASIS	LASIS	LHeel	LHeel	LHeel	LKnee	LKnee	LKnee	LKneeMed	LKneeMed	LKneeMed	LShank	LShank	LShank	LThigh	LThigh	LThigh	LToe	LToe	LToe	RAnkle	RAnkle	RAnkle	RAnkleMed	RAnkleMed	RAnkleMed	RASIS	RASIS	RASIS	RHeel	RHeel	RHeel	RKnee	RKnee	RKnee	RKneeMed	RKneeMed	RKneeMed	RShank	RShank	RShank	RThigh	RThigh	RThigh	RToe	RToe	RToe	VSacral	VSacral	VSacral																			
X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z																				
-0.398207	0.505754	0.101608	-0.360815	0.426489	0.112279	-0.263704	0.473754	1.022179	-0.456497	0.44732	0.062233	-0.324833	0.50542	0.517046	-0.299704	0.405125	0.48941	-0.312306	0.495694	0.347702	-0.24657	0.482176	0.672796	-0.193373	0.511448	0.041959	-0.515952	0.16378	0.135584	-0.428537	0.197486	0.132372	-0.290838	0.201885	1.023005	-0.53306	0.248117	0.10146	-0.36731	0.112879	0.52552	-0.298997	0.189943	0.500458	-0.385305	0.125411	0.342559	-0.27713	0.133485	0.65086	-0.376126	0.041866	0.064321	-0.507204	0.362382	1.002115																			30	0.096667
-0.398214	0.505706	0.101662	-0.360724	0.42649	0.112249	-0.263259	0.473808	1.022157	-0.456473	0.447345	0.062265	-0.32482	0.505343	0.51704	-0.299551	0.405107	0.489638	-0.312306	0.495622	0.347785	-0.246367	0.482016	0.672871	-0.193341	0.511469	0.041919	-0.514117	0.163054	0.135647	-0.427286	0.198033	0.132861	-0.290747	0.201884	1.023373	-0.532452	0.24716	0.101629	-0.365587	0.112864	0.525903	-0.29785	0.190484	0.501017	-0.383441	0.125713	0.342847	-0.276003	0.133815	0.651491	-0.371843	0.043693	0.064758	-0.506839	0.362796	1.002293																			31	0.1
-0.398191	0.505684	0.101687	-0.36075	0.426398	0.112459	-0.262752	0.473815	1.022154	-0.456409	0.447277	0.062265	-0.324906	0.50527	0.517103	-0.299697	0.404979	0.489532	-0.312403	0.495587	0.347795	-0.246295	0.481857	0.672723	-0.19333	0.51147	0.041903	-0.512225	0.162216	0.135606	-0.426035	0.198683	0.133381	-0.290585	0.20199	1.0239	-0.531827	0.246133	0.101784	-0.363931	0.11294	0.52629	-0.296611	0.19112	0.501762	-0.381527	0.126054	0.343182	-0.274714	0.134115	0.652064	-0.367456	0.045689	0.06514	-0.506467	0.363146	1.002451																			32	0.103333
-0.398176	0.505671	0.101728	-0.36076	0.426493	0.112411	-0.26225	0.473894	1.022189	-0.456403	0.44726	0.062263	-0.324994	0.50521	0.517132	-0.299528	0.404875	0.489693	-0.312509	0.495575	0.347863	-0.246433	0.481497	0.672534	-0.193323	0.511466	0.041882	-0.510235	0.161416	0.135404	-0.424663	0.19918	0.133791	-0.290369	0.202057	1.024381	-0.531109	0.245077	0.101766	-0.362368	0.113027	0.52646	-0.296048	0.191921	0.501944	-0.379618	0.126467	0.34338	-0.273559	0.134651	0.652596	-0.362953	0.047693	0.065527	-0.506075	0.363404	1.002585																			33	0.106667
-0.398168	0.505665	0.101735	-0.360667	0.426421	0.112425	-0.261772	0.473919	1.022244	-0.456358	0.447287	0.062369	-0.325078	0.505093	0.517171	-0.299627	0.404797	0.489771	-0.312566	0.495541	0.347934	-0.246128	0.481506	0.672646	-0.193309	0.511464	0.041878	-0.508077	0.160582	0.135112	-0.423177	0.199779	0.134249	-0.290161	0.202067	1.025	-0.530254	0.243965	0.10159	-0.360853	0.113386	0.526821	-0.295096	0.192794	0.502515	-0.37771	0.126877	0.343578	-0.272489	0.1353	0.653106	-0.358313	0.049734	0.065883	-0.505726	0.363778	1.002865																			34	0.11
-0.398148	0.505608	0.101776	-0.360647	0.426353	0.112524	-0.26136	0.473803	1.022207	-0.456391	0.447311	0.0625	-0.325267	0.504968	0.517219	-0.300045	0.404853	0.489584	-0.312707	0.495496	0.34804	-0.246045	0.481366	0.67269	-0.193296	0.511461	0.041828	-0.505876	0.159714	0.134774	-0.421687	0.200226	0.134551	-0.290095	0.202166	1.025423	-0.529315	0.24284	0.10141	-0.359424	0.113645	0.527044	-0.294412	0.1937	0.502883	-0.375771	0.127345	0.343743	-0.271486	0.13586	0.653517	-0.353737	0.051854	0.066257	-0.505311	0.363981	1.003064																			35	0.113333
-0.39813	0.5056	0.101826	-0.360594	0.426386	0.112529	-0.260806	0.473875	1.022328	-0.456388	0.447321	0.062567	-0.32544	0.504839	0.517265	-0.299953	0.404579	0.48984	-0.312847	0.495472	0.348129	-0.245984	0.481175	0.672639	-0.193302	0.511453	0.041831	-0.503608	0.158863	0.134337	-0.420032	0.200695	0.134854	-0.289846	0.202211	1.025993	-0.528157	0.241495	0.100936	-0.358089	0.114094	0.527249	-0.293671	0.194662	0.503401	-0.373868	0.127876	0.343862	-0.270571	0.136559	0.653937	-0.348939	0.053837	0.066525	-0.504947	0.364254	1.00333																			36	0.116667
-0.398117	0.505573	0.101893	-0.360588	0.426398	0.11254	-0.260394	0.473812	1.022301	-0.456318	0.447229	0.062505	-0.32566	0.504719	0.517338	-0.300225	0.404568	0.489824	-0.312976	0.495442	0.348226	-0.245982	0.480942	0.672521	-0.19329	0.511454	0.041794	-0.501248	0.157935	0.133936	-0.418422	0.20089	0.135034	-0.289517	0.202234	1.026627	-0.526969	0.240083	0.100556	-0.356894	0.11456	0.527423	-0.292877	0.195734	0.50386	-0.371977	0.128377	0.343951	-0.269689	0.137582	0.654123	-0.344146	0.055899	0.066874	-0.504559	0.364439	1.003661																			37	0.12
-0.398087	0.505572	0.101886	-0.360564	0.426369	0.11265	-0.259841	0.473758	1.022366	-0.456287	0.447319	0.062609	-0.325914	0.504583	0.517404	-0.300411	0.404479	0.489897	-0.313155	0.495289	0.34833	-0.245945	0.480734	0.67255	-0.193271	0.511469	0.041794	-0.49857	0.156548	0.13274	-0.416667	0.20115	0.135156	-0.289519	0.202233	1.027037	-0.525669	0.238832	0.100084	-0.355739	0.11499	0.527424	-0.292236	0.196769	0.504305	-0.370117	0.128931	0.344008	-0.268855	0.138285	0.654485	-0.339281	0.057937	0.067209	-0.504193	0.364555	1.003907																			38	0.123333
-0.398081	0.505542	0.101945	-0.360498	0.426357	0.112627	-0.259406	0.473693	1.022376	-0.456278	0.4473	0.062706	-0.326154	0.504473	0.517521	-0.300846	0.404375	0.489768	-0.3133	0.495156	0.348338	-0.245926	0.480488	0.672488	-0.193258	0.511451	0.041772	-0.495975	0.155515	0.132024	-0.414804	0.201382	0.135244	-0.289241	0.202233	1.027625	-0.52416	0.237458	0.099302	-0.3547	0.115643	0.527519	-0.291826	0.198005	0.504601	-0.368269	0.129463	0.344067	-0.267951	0.139289	0.654666	-0.334406	0.059933	0.067523	-0.503784	0.364623	1.004114																			39	0.126667
-0.398093	0.505513	0.101997	-0.360491	0.426316	0.112677	-0.258875	0.473604	1.02242	-0.456268	0.447222	0.062729	-0.326412	0.504348	0.517636	-0.300998	0.404157	0.489935	-0.313548	0.495141	0.348551	-0.245921	0.480294	0.67245	-0.193254	0.511466	0.041726	-0.493335	0.154621	0.1313	-0.412895	0.201543	0.135235	-0.288904	0.202189	1.028194	-0.522683	0.23602	0.098689	-0.353645	0.116282	0.527735	-0.291219	0.199215	0.50512	-0.366463	0.130054	0.344068	-0.267222	0.140329	0.65479	-0.329513	0.061895	0.067905	-0.503389	0.364671	1.004465																			40	0.13
-0.398107	0.505503	0.102055	-0.360485	0.426431	0.112659	-0.258334	0.473552	1.022544	-0.456245	0.447318	0.062913	-0.326708	0.504177	0.517694	-0.301235	0.40407	0.49004	-0.313736	0.49504	0.348615	-0.245943	0.480094	0.672452	-0.193248	0.511494	0.041747	-0.490588	0.153635	0.130401	-0.410985	0.201838	0.135259	-0.288543	0.202154	1.028833	-0.521005	0.234634	0.097701	-0.352683	0.116998	0.527854	-0.290674	0.200376	0.505474	-0.364674	0.130615	0.344142	-0.26643	0.141349	0.654888	-0.324558	0.063879	0.068326	-0.502979	0.364663	1.004794																			41	0.133333
-0.398079	0.505456	0.102064	-0.360427	0.42634	0.112738	-0.257836	0.473469	1.022606	-0.456223	0.447387	0.063032	-0.327026	0.504078	0.517842	-0.301636	0.403978	0.490031	-0.313889	0.494924	0.348836	-0.246027	0.479817	0.672394	-0.193228	0.511502	0.04172	-0.487817	0.152585	0.129502	-0.408994	0.202009	0.13525	-0.288376	0.202156	1.029219	-0.519283	0.233033	0.096863	-0.351842	0.117703	0.527972	-0.290603	0.201891	0.505618	-0.362918	0.131216	0.34419	-0.265761	0.142509	0.654841	-0.319639	0.065852	0.068783	-0.502591	0.364627	1.005058																			42	0.136667
-0.398096	0.505467	0.102104	-0.360396	0.426371	0.112757	-0.257305	0.473412	1.022681	-0.456183	0.447321	0.062896	-0.327347	0.503877	0.51795	-0.301955	0.403752	0.490141	-0.314063	0.494824	0.34894	-0.246102	0.479588	0.672331	-0.193225	0.511511	0.041729	-0.484944	0.151711	0.128589	-0.406964	0.20214	0.135112	-0.287893	0.20208	1.029847	-0.517373	0.23169	0.095624	-0.350972	0.118472	0.527915	-0.290459	0.203268	0.505889	-0.361197	0.131877	0.344165	-0.264901	0.143668	0.654787	-0.314707	0.067816	0.069345	-0.502176	0.364582	1.005361																			43	0.14
-0.398066	0.505457	0.102128	-0.360374	0.426301	0.112868	-0.256932	0.473291	1.02271	-0.456181	0.447244	0.062989	-0.327706	0.503677	0.518003	-0.302531	0.403631	0.490071	-0.314336	0.494757	0.349079	-0.246235	0.47939	0.672339	-0.193229	0.511566	0.041706	-0.481979	0.150811	0.127669	-0.404877	0.202311	0.134982	-0.287399	0.201989	1.030406	-0.515507	0.230164	0.094676	-0.350205	0.119264	0.527849	-0.290261	0.204747	0.506109	-0.359502	0.132464	0.344156	-0.264362	0.144782	0.654702	-0.310104	0.069733	0.069792	-0.501743	0.364512	1.005707																			44	0.143333
-0.398104	0.505447	0.102174	-0.360337	0.426391	0.112872	-0.256512	0.47326	1.022783	-0.456189	0.447247	0.063099	-0.328114	0.503542	0.518133	-0.302707	0.403454	0.490306	-0.314605	0.494664	0.349222	-0.246378	0.479174	0.67228	-0.193221	0.511536	0.041733	-0.479021	0.149845	0.126715	-0.402712	0.20244	0.134794	-0.287196	0.202007	1.030819	-0.51352	0.228577	0.093596	-0.349398	0.120189	0.528051	-0.290213	0.206183	0.506141	-0.357837	0.133069	0.34411	-0.263636	0.146123	0.654679	-0.304771	0.071663	0.070633	-0.501331	0.364416	1.006023																			45	0.146667
-0.39808	0.505401	0.102201	-0.360289	0.426332	0.112885	-0.256118	0.473133	1.022811	-0.456187	0.447262	0.063152	-0.328488	0.503368	0.518225	-0.302952	0.403198	0.490458	-0.314812	0.494536	0.3493	-0.246444	0.478997	0.672276	-0.193211	0.511529	0.041703	-0.47596	0.149008	0.125642	-0.400524	0.202432	0.134565	-0.28694	0.201926	1.031163	-0.511281	0.227102	0.092327	-0.348688	0.121165	0.528064	-0.29028	0.207766	0.506232	-0.356173	0.133688	0.344132	-0.26294	0.147227	0.654621	-0.299977	0.07367	0.071216	-0.50093	0.364266	1.006324																			46	0.15
-0.398125	0.505415	0.102216	-0.360324	0.426338	0.112903	-0.255765	0.473026	1.022873	-0.456125	0.447211	0.063076	-0.328908	0.503233	0.518333	-0.303374	0.403044	0.490545	-0.315073	0.494386	0.349455	-0.246774	0.478574	0.672058	-0.193201	0.511559	0.041695	-0.472957	0.148153	0.124766	-0.398263	0.202775	0.134371	-0.286568	0.201914	1.031602	-0.509196	0.22559	0.091318	-0.347944	0.122151	0.52801	-0.290356	0.209373	0.506276	-0.354517	0.134319	0.344102	-0.262443	0.148457	0.654499	-0.295208	0.075535	0.071815	-0.500543	0.364106	1.006726																			47	0.153333
-0.39813	0.50548	0.102255	-0.360364	0.426434	0.112902	-0.255581	0.472907	1.022833	-0.456171	0.447274	0.063302	-0.329369	0.503066	0.518443	-0.303873	0.402894	0.490505	-0.315373	0.494268	0.349609	-0.24665	0.478543	0.672225	-0.193214	0.511543	0.041727	-0.469862	0.147298	0.12367	-0.395973	0.202813	0.134067	-0.286203	0.20188	1.032037	-0.506814	0.224083	0.089954	-0.347336	0.123096	0.527867	-0.290471	0.211014	0.506346	-0.352901	0.134947	0.344072	-0.261884	0.149797	0.654261	-0.290503	0.077385	0.072413	-0.500118	0.363871	1.007052																			48	0.156667
-0.398165	0.505402	0.10227	-0.360322	0.426314	0.112946	-0.256046	0.472814	1.02259	-0.456137	0.447291	0.063281	-0.329809	0.502842	0.518498	-0.304177	0.402615	0.490703	-0.31578	0.494151	0.349763	-0.24682	0.478218	0.672106	-0.193238	0.511582	0.041704	-0.4668	0.146539	0.122769	-0.393501	0.202828	0.133819	-0.285853	0.201793	1.032394	-0.504456	0.222684	0.088626	-0.346721	0.12414	0.527934	-0.290588	0.212686	0.506295	-0.351394	0.135655	0.343955	-0.261292	0.151201	0.654055	-0.285913	0.079094	0.072988	-0.499699	0.363688	1.007407																			49	0.16
-0.398197	0.505361	0.102279	-0.360341	0.426384	0.112961	-0.255637	0.472719	1.022668	-0.456081	0.447275	0.06323	-0.330269	0.502657	0.518628	-0.304505	0.40233	0.49086	-0.316114	0.494115	0.349907	-0.247285	0.477845	0.671867	-0.193278	0.511577	0.04168	-0.463713	0.145756	0.121762	-0.39132	0.202712	0.13326	-0.285211	0.201571	1.032847	-0.501825	0.220844	0.087261	-0.346127	0.125242	0.527892	-0.29071	0.21425	0.506315	-0.35001	0.136335	0.343794	-0.260742	0.152707	0.654011	-0.281357	0.080684	0.073543	-0.4993	0.363503	1.007783																			50	0.163333
-0.398221	0.505361	0.102315	-0.360313	0.426442	0.113045	-0.255362	0.472575	1.022637	-0.456046	0.447244	0.063331	-0.330759	0.502469	0.518678	-0.30509	0.402246	0.490885	-0.316503	0.494037	0.350046	-0.247135	0.477846	0.671948	-0.193277	0.5116	0.041657	-0.460609	0.144989	0.120767	-0.388806	0.202525	0.132702	-0.284746	0.201478	1.033135	-0.499338	0.219449	0.085993	-0.345617	0.126299	0.527687	-0.291058	0.21605	0.50621	-0.348486	0.137098	0.343701	-0.260171	0.154202	0.653852	-0.276931	0.082282	0.074048	-0.498908	0.363229	1.008118																			51	0.166667
-0.398253	0.505352	0.102338	-0.360297	0.426362	0.113065	-0.254993	0.472431	1.022654	-0.456023	0.447206	0.063285	-0.33128	0.502293	0.518752	-0.305583	0.402084	0.490799	-0.316875	0.494499	0.35015	-0.247347	0.477692	0.671835	-0.193276	0.51159	0.041674	-0.457514	0.144324	0.119829	-0.386308	0.20271	0.132347	-0.284196	0.201322	1.033427	-0.496766	0.21817	0.08461	-0.345111	0.127419	0.527574	-0.291263	0.217648	0.506167	-0.34694	0.137725	0.343624	-0.259799	0.155988	0.653529	-0.272618	0.083701	0.074523	-0.498434	0.362934	1.008415																			52	0.17
-0.398296	0.505347	0.102351	-0.360325	0.426363	0.11311	-0.254666	0.472353	1.022725	-0.456052	0.447188	0.063342	-0.331798	0.502167	0.518869	-0.306146	0.40193	0.490968	-0.31718	0.494386	0.350261	-0.247557	0.477545	0.671807	-0.19328	0.511622	0.041644	-0.454439	0.143622	0.118789	-0.383923	0.202447	0.131879	-0.283782	0.20124	1.03361	-0.494079	0.216995	0.083331	-0.34465	0.128613	0.527604	-0.291405	0.219289	0.506187	-0.345486	0.138404	0.343593	-0.260197	0.158331	0.653192	-0.268375	0.085043	0.075009	-0.49804	0.362594	1.008795																			53	0.173333
-0.398355	0.505299	0.102368	-0.360275	0.426363	0.113123	-0.254037	0.47226	1.022876	-0.456059	0.447195	0.063399	-0.332314	0.50196	0.518913	-0.30644	0.401782	0.491077	-0.31755	0.49432	0.350355	-0.247756	0.477322	0.671694	-0.193309	0.511638	0.041646	-0.451375	0.14311	0.117782	-0.381517	0.202376	0.131351	-0.28332	0.20116	1.03384	-0.491386	0.21588	0.081955	-0.344245	0.129743	0.527341	-0.291719	0.22087	0.506029	-0.344097	0.139135	0.343481	-0.259982	0.159597	0.652776	-0.264285	0.086301	0.075525	-0.497632	0.362273	1.009182																			54	0.176667
-0.398388	0.505319	0.102367	-0.360294	0.426468	0.113196	-0.2538	0.472143	1.022839	-0.456058	0.447204	0.063437	-0.332855	0.501757	0.518963	-0.306899	0.401585	0.491111	-0.318006	0.494237	0.350573	-0.247875	0.477145	0.671618	-0.193301	0.511651	0.041656	-0.44832	0.142485	0.116857	-0.379064	0.202461	0.130899	-0.282773	0.201104	1.033978	-0.488674	0.214745	0.080666	-0.343866	0.130922	0.527245	-0.291961	0.222452	0.506047	-0.342773	0.139806	0.343421	-0.261763	0.160856	0.651304	-0.260258	0.087427	0.075933	-0.497188	0.362195	1.009316																			55	0.18
-0.398438	0.505271	0.102376	-0.360307	0.426479	0.113265	-0.253587	0.471911	1.022804	-0.455968	0.44714	0.063323	-0.333372	0.501588	0.519078	-0.307503	0.401403	0.491131	-0.318394	0.494226	0.350658	-0.248051	0.476985	0.671494	-0.19332	0.511629	0.041639	-0.445288	0.142002	0.115853	-0.376571	0.202513	0.130443	-0.282066	0.200933	1.034222	-0.485941	0.213814	0.079352	-0.343504	0.1322	0.527228	-0.292322	0.224086	0.505881	-0.341327	0.140439	0.343337	-0.259381	0.162483	0.652027	-0.25638	0.088609	0.076316	-0.496752	0.361555	1.009863																			56	0.183333
-0.39848	0.505246	0.102358	-0.360291	0.426508	0.113236	-0.253135	0.471805	1.022849	-0.456028	0.447162	0.063513	-0.33395	0.501391	0.519169	-0.308016	0.40127	0.491127	-0.318852	0.494104	0.350831	-0.24832	0.476723	0.671333	-0.193301	0.511704	0.041634	-0.44223	0.141542	0.114858	-0.374091	0.202339	0.129944	-0.281368	0.200799	1.034341	-0.483247	0.21297	0.078152	-0.343217	0.13331	0.527057	-0.29258	0.225602	0.505759	-0.340101	0.141153	0.343224	-0.259474	0.164118	0.651571	-0.252652	0.089645	0.076697	-0.496301	0.361514	1.009946																			57	0.186667
-0.398507	0.505231	0.102336	-0.36031	0.426506	0.113175	-0.252772	0.471684	1.022861	-0.455991	0.447114	0.063449	-0.334488	0.501154	0.519214	-0.308431	0.400967	0.491266	-0.3193	0.494113	0.350892	-0.248494	0.47651	0.671184	-0.19331	0.511695	0.041641	-0.439224	0.141151	0.113954	-0.371584	0.202409	0.129526	-0.280836	0.200743	1.034397	-0.480523	0.212217	0.077062	-0.342951	0.134459	0.526886	-0.292671	0.227045	0.505795	-0.338896	0.141832	0.343093	-0.25898	0.16579	0.651371	-0.249023	0.09074	0.07702	-0.495835	0.36117	1.010284																			58	0.19
-0.398584	0.505221	0.102366	-0.360305	0.426515	0.113272	-0.252427	0.471609	1.02288	-0.456004	0.447147	0.063514	-0.335051	0.500988	0.519324	-0.309044	0.400908	0.49116	-0.319668	0.494079	0.350975	-0.248707	0.476309	0.67101	-0.19334	0.511697	0.041628	-0.436244	0.140864	0.113047	-0.369156	0.202479	0.128995	-0.280256	0.200663	1.034409	-0.477821	0.211488	0.075944	-0.342669	0.13567	0.526617	-0.293059	0.228505	0.505589	-0.337739	0.142588	0.34293	-0.258302	0.167415	0.651039	-0.245462	0.091642	0.077327	-0.495418	0.360747	1.010599																			59	0.193333
-0.398629	0.505195	0.102337	-0.360292	0.426554	0.113226	-0.252093	0.471512	1.022826	-0.455998	0.447093	0.063505	-0.33558	0.500773	0.519375	-0.309724	0.400862	0.491165	-0.320038	0.494086	0.351121	-0.248875	0.476095	0.670803	-0.193353	0.511719	0.04162	-0.433277	0.140661	0.112049	-0.366799	0.202673	0.128467	-0.279649	0.200548	1.034423	-0.475167	0.210917	0.074933	-0.342476	0.136717	0.526325	-0.293289	0.229923	0.505507	-0.336572	0.143263	0.342903	-0.261155	0.168385	0.649226	-0.242051	0.092668	0.077508	-0.494883	0.360305	1.010816																			60	0.196667
-0.398698	0.505214	0.10233	-0.360229	0.426532	0.113359	-0.25178	0.471402	1.022751	-0.455967	0.447092	0.063508	-0.33612	0.500581	0.519431	-0.309927	0.400575	0.49127	-0.3205	0.494059	0.35121	-0.248977	0.476125	0.670729	-0.193357	0.511755	0.041626	-0.429829	0.140634	0.111127	-0.36448	0.202869	0.127895	-0.279117	0.200494	1.034323	-0.47257	0.210396	0.074075	-0.342249	0.137926	0.526077	-0.293666	0.23141	0.505357	-0.335475	0.143943	0.342713	-0.258362	0.170351	0.650173	-0.238791	0.09358	0.07761	-0.494417	0.359911	1.011058																			61	0.2
-0.398734	0.505184	0.102354	-0.36022	0.426586	0.113315	-0.25134	0.471321	1.022777	-0.455952	0.447086	0.063461	-0.336699	0.500387	0.519457	-0.310723	0.400493	0.491117	-0.320913	0.494024	0.351358	-0.249094	0.475968	0.670599	-0.193364	0.511766	0.041625	-0.427117	0.140383	0.110463	-0.362154	0.203084	0.127324	-0.278383	0.20034	1.034294	-0.470081	0.210002	0.073417	-0.342079	0.139077	0.525761	-0.29393	0.232868	0.505139	-0.33435	0.14466	0.342601	-0.258113	0.171924	0.649665	-0.235626	0.094579	0.077505	-0.493928	0.359455	1.011282																			62	0.203333
-0.398804	0.505186	0.102353	-0.36024	0.426703	0.113337	-0.251047	0.471243	1.022703	-0.455946	0.447057	0.063505	-0.337288	0.500198	0.519549	-0.311148	0.400413	0.49123	-0.321352	0.494014	0.351492	-0.249198	0.475957	0.6705	-0.193389	0.511779	0.041601	-0.424528	0.140299	0.109767	-0.360024	0.203247	0.126786	-0.277675	0.200249	1.034214	-0.467651	0.209645	0.072863	-0.341907	0.140157	0.525714	-0.294138	0.234217	0.505024	-0.333258	0.145476	0.342496	-0.258078	0.173199	0.649062	-0.232588	0.095545	0.077333	-0.493478	0.359044	1.011572																			63	0.206667
-0.398851	0.505169	0.102343	-0.360274	0.426693	0.113319	-0.250663	0.471115	1.022698	-0.456008	0.447138	0.063608	-0.337777	0.499956	0.5196	-0.311444	0.400045	0.491457	-0.321735	0.493972	0.351575	-0.249276	0.47576	0.670317	-0.193398	0.511803	0.041612	-0.422059	0.140309	0.109166	-0.358166	0.203513	0.126118	-0.2768	0.200103	1.034193	-0.465416	0.209424	0.072728	-0.341723	0.141276	0.525245	-0.294536	0.235676	0.504714	-0.332185	0.146205	0.342296	-0.258035	0.174572	0.648643	-0.229702	0.096593	0.076948	-0.492992	0.358582	1.011734																			64	0.21
-0.398905	0.505174	0.102351	-0.360265	0.426708	0.113363	-0.250297	0.471001	1.022664	-0.456008	0.44704	0.063551	-0.338318	0.499787	0.519614	-0.311863	0.399867	0.49144	-0.322192	0.49393	0.351738	-0.24937	0.475694	0.670154	-0.193402	0.511801	0.041559	-0.419739	0.140361	0.108552	-0.356464	0.20373	0.125577	-0.275881	0.199981	1.034125	-0.463366	0.209135	0.072627	-0.341546	0.142368	0.524829	-0.294737	0.237011	0.504483	-0.331124	0.146969	0.342175	-0.257854	0.176132	0.648094	-0.226984	0.097748	0.076361	-0.492458	0.358116	1.011879																			65	0.213333
-0.398968	0.505162	0.102313	-0.36028	0.426757	0.11333	-0.249971	0.47092	1.022603	-0.455967	0.447035	0.063517	-0.338834	0.499619	0.519675	-0.312384	0.399653	0.491314	-0.322611	0.493879	0.351881	-0.249433	0.475501	0.670046	-0.193436	0.5118	0.04155	-0.417529	0.140424	0.108046	-0.354927	0.203804	0.124774	-0.27526	0.199918	1.033915	-0.461523	0.208935	0.072627	-0.341364	0.143362	0.524461	-0.295145	0.238438	0.504237	-0.330136	0.147826	0.341957	-0.259864	0.177148	0.646496	-0.224382	0.098925	0.07566	-0.491935	0.357641	1.011981																			66	0.216667
-0.399028	0.505145	0.102303	-0.3603	0.426669	0.113395	-0.249487	0.470886	1.022653	-0.455905	0.446982	0.063407	-0.339307	0.49944	0.519752	-0.312885	0.39959	0.491339	-0.322991	0.49376	0.351975	-0.249461	0.475409	0.669858	-0.193446	0.511851	0.041578	-0.415574	0.140496	0.10763	-0.352876	0.204519	0.124308	-0.274428	0.199824	1.033782	-0.459934	0.208763	0.072527	-0.341145	0.144322	0.524026	-0.295302	0.239808	0.503975	-0.329116	0.148683	0.341769	-0.2562	0.179355	0.647676	-0.22198	0.10017	0.074719	-0.491505	0.357148	1.012156																			67	0.22
-0.399076	0.505121	0.102306	-0.360284	0.426762	0.113309	-0.249234	0.470761	1.022518	-0.455909	0.447006	0.063434	-0.339796	0.499181	0.519729	-0.313309	0.399385	0.491373	-0.3234	0.493691	0.35205	-0.249592	0.47533	0.669557	-0.193436	0.511831	0.041564	-0.413762	0.140726	0.107123	-0.350627	0.205461	0.123966	-0.273565	0.199673	1.03361	-0.458529	0.208683	0.072611	-0.340887	0.14534	0.523637	-0.295711	0.241168	0.503651	-0.328203	0.149501	0.341548	-0.255764	0.180532	0.647158	-0.219824	0.101492	0.073615	-0.490981	0.356594	1.012124																			68	0.223333
-0.399112	0.505086	0.102259	-0.360317	0.426684	0.113431	-0.248863	0.470661	1.022447	-0.455956	0.447099	0.063596	-0.340241	0.499	0.519761	-0.313858	0.399194	0.491349	-0.323746	0.493653	0.352176	-0.249523	0.475169	0.669376	-0.19346	0.511873	0.041552	-0.412192	0.140892	0.106784	-0.349439	0.205966	0.123281	-0.272904	0.199614	1.033255	-0.457443	0.20863	0.07271	-0.340593	0.146158	0.52323	-0.296159	0.242611	0.503154	-0.327226	0.150457	0.341306	-0.255973	0.182197	0.64654	-0.217893	0.1029	0.072402	-0.490432	0.356121	1.012194																			69	0.226667
-0.399182	0.505093	0.102231	-0.360265	0.426743	0.113344	-0.248408	0.470605	1.022415	-0.455891	0.447032	0.063505	-0.340689	0.498814	0.519772	-0.314185	0.39902	0.491461	-0.324088	0.493576	0.352199	-0.249445	0.475077	0.669176	-0.193466	0.511849	0.041562	-0.410796	0.141131	0.106381	-0.348392	0.206502	0.122572	-0.272107	0.199512	1.03303	-0.456552	0.208558	0.072914	-0.340242	0.147038	0.522747	-0.296366	0.243914	0.502872	-0.326409	0.151312	0.34102	-0.25617	0.183193	0.645483	-0.216329	0.104445	0.070945	-0.489923	0.355574	1.012179																			70	0.23
-0.399218	0.505074	0.102221	-0.360289	0.426679	0.113422	-0.247982	0.470526	1.022414	-0.455943	0.446958	0.06353	-0.341094	0.498605	0.519787	-0.314689	0.398906	0.491323	-0.323932	0.493557	0.352359	-0.249331	0.474934	0.669016	-0.193467	0.511893	0.041538	-0.409634	0.141425	0.106055	-0.347571	0.206978	0.122014	-0.271192	0.199456	1.032808	-0.455936	0.2086	0.073162	-0.339812	0.147868	0.522303	-0.296557	0.245135	0.502592	-0.325572	0.152222	0.340734	-0.255649	0.184478	0.645357	-0.214996	0.106076	0.06932	-0.489404	0.355046	1.012137																			71	0.233333
-0.399295	0.505089	0.102258	-0.36023	0.426759	0.113302	-0.247561	0.470457	1.022398	-0.455928	0.447008	0.063552	-0.341482	0.4984	0.519814	-0.315209	0.398682	0.491266	-0.324298	0.493519	0.352464	-0.24929	0.474824	0.668845	-0.193516	0.511921	0.041517	-0.408693	0.141723	0.105797	-0.346961	0.207701	0.121462	-0.270471	0.199383	1.032398	-0.455505	0.208627	0.073278	-0.339297	0.148605	0.521831	-0.296713	0.246211	0.502323	-0.324898	0.153085	0.340296	-0.255689	0.185688	0.644391	-0.213947	0.107719	0.067483	-0.488876	0.354524	1.012001																			72	0.236667
